Gene_ID,MCF7_ROSA26.KO_DMSO_rep1,MCF7_ROSA26.KO_DMSO_rep2,MCF7_ROSA26.KO_C70_rep1,MCF7_ROSA26.KO_C70_rep2,MCF7_ZBTB7A.KO_DMSO_rep1,MCF7_ZBTB7A.KO_DMSO_rep2,MCF7_ZBTB7A.KO_C70_rep1,MCF7_ZBTB7A.KO_C70_rep2
PLK5,0.0322977,0.0338054,0.0489014,0.193884,0.017709,0.0309915,0.103859,0
SMURF2,8.37986,7.81393,7.93102,8.02804,7.95879,7.8463,7.98729,7.57455
EIF4G3,15.5249,15.3064,15.4565,15.822,16.1373,15.0441,16.71,15.3111
CYB5RL,3.93391,2.68356,3.04554,2.90437,3.21064,2.33105,2.75767,1.65857
MXI1,20.5412,13.7605,17.903,15.6553,11.8894,8.36935,11.6136,9.14441
GPR119,0,0,0,0,0,0,0,0
C11orf87,0,0,0,0,0,0,0,0
VNN1,0.0186554,0,0.00942799,0.033382,0,0.0178637,0,0.0120429
OR4A16,0,0,0,0,0,0,0,0
TBC1D2,3.38538,2.21175,2.24385,1.77864,2.38567,2.01388,1.37365,1.71038
RTN1,0.619858,0.450406,0.420874,0.668267,0.409384,0.450787,0.734671,0.595094
PRDX1,494.327,537.276,508.851,571.931,504.488,501.963,558.847,542.286
KCNH6,0,0,0,0,0,0,0,0.012433
SH3BP4,9.1162,6.93626,6.9154,5.82691,7.99563,7.77032,5.83058,5.2812
HPS3,12.3398,11.8406,11.2524,10.5413,11.2483,9.54028,11.0913,8.96415
C19orf44,3.10527,2.76206,2.78173,2.58552,2.83185,3.03005,2.47998,2.33696
KCMF1,47.8559,49.2525,50.8223,51.0057,43.2773,46.3982,47.5581,41.1818
PLA2G12A,15.2616,14.662,11.6212,12.6477,11.2828,12.5411,12.1585,11.0752
RAX2,0,0,0,0,0,0,0,0
RP11-343C2.9,5.12E-36,2.12E-50,2.01E-18,6.85E-47,1.16E-50,5.79E-59,1.13E-72,2.49E-50
HIST2H3D,5.73398,1.47697,6.19926,2.25344,2.34645,1.8343,0.94192,2.02724
PSMB6,114.204,156.995,129.918,155.212,138.544,140.939,147.561,146.807
OR4C6,0,0,0,0,0,0,0,0
SCN4B,0.0124681,0.00651869,0.0189151,0.0297828,0.00684572,0.00596386,0.264567,0.00805099
TAAR1,0,0,0,0,0,0,0,0
H2AFX,83.7822,65.2249,69.8189,71.7985,68.5825,59.5947,68.4828,62.6782
LRRTM4,0.262245,0.256417,0.221094,0.24224,0.0300024,0.0742679,0.0537285,0.235471
SENP5,10.5708,10.8423,12.8535,12.2437,13.0242,11.1941,10.1914,10.9758
ERC1,4.33088,3.58294,4.96756,3.51675,4.76084,3.87325,4.28273,4.17075
ANP32A,204.185,213.741,237.477,252.19,279.461,295.727,314.408,305.776
AC016559.1,0,0,0,0,0,0,0,0
RABEP2,21.5542,19.5634,18.7988,18.8769,16.3944,18.1677,14.3974,12.6467
DPPA5,0,0,0,0,0,0,0,0
NYNRIN,0.977175,0.960367,0.941852,0.818673,1.06591,0.993227,1.03929,0.871162
KCNK4,0,0.020168,0,0.0289842,0.0267691,0,0.0248066,0.0315088
FBXW5,36.9255,40.1637,36.3209,41.1406,37.5353,38.8207,38.6239,39.2777
ST3GAL3,2.53515,2.59582,1.58747,2.95151,3.28744,1.72438,1.74102,1.07963
AC007952.1,0,0,0,0,0,0,0,0
HES5,0,0,0,0,0.0290361,0,0,0
CTD-2228K2.5,4.00201,4.5348,3.9207,3.94386,4.03945,3.72836,3.59614,3.19749
CDRT15L2,0,0,0,0,0,0,0,0
RBM25,17.0201,26.1889,23.5378,28.1663,26.2088,28.3064,32.6823,38.998
FBN1,0.0181338,0.0403361,0.027579,0.0515653,0.0249049,0.0346538,0.0434975,0.0322126
SNAPC5,37.0121,29.7047,31.9017,27.5967,32.4127,30.9711,28.8833,31.5395
SETD3,60.5402,59.9372,59.163,58.7266,57.9016,58.3793,56.2573,56.5796
GPR155,0.444329,0.354481,0.43007,0.367524,0.945067,0.811554,0.879189,0.70156
C6orf118,0,0,0,0,0,0,0,0
FOXRED2,15.8935,19.0271,18.9881,20.1944,20.8105,20.2155,24.4745,23.4335
USF2,111.097,97.7258,96.8412,97.5237,79.236,75.7169,74.6398,73.8557
PARP16,6.56303,4.92597,4.94764,4.38772,5.04698,4.57667,3.48342,2.52067
PHF15,28.3949,22.4612,29.2463,25.6769,28.9494,29.8239,24.3963,23.1331
ZNF724P,2.84925,2.99777,3.43854,2.47793,3.29795,2.38632,3.46886,2.76609
PACS2,24.4956,26.3794,28.0583,29.3626,25.2508,27.436,26.8002,25.3733
WNT16,0,0,0,0,0,0.017603,0,0
FGF22,0.294804,0,0,0,0.178282,0.146,0,0.11277
UGT1A4,3.31E-44,1.39E-07,3.35E-07,1.56E-07,0.123286,0.0918357,1.21E-41,2.00E-34
RP11-565P22.6,8.04645,5.83605,5.32117,6.78083,9.5179,9.3386,6.73285,6.83761
HCAR3,0.0859639,0.209906,0.0434004,0.110881,0.0314311,0.0274805,0.0613835,0.0647135
SHISA2,0.296796,0.224822,0.237878,0.207479,1.1457,1.10771,1.28707,1.50622
CEACAM5,0.238418,0.472505,0.335567,0.653856,0.12639,0.0923656,0.167313,0.387874
UPRT,1.88315,1.39973,1.71651,1.42385,1.52623,1.24847,1.93606,1.80023
PEX19,21.0831,21.5441,18.4488,19.3397,19.4392,19.9735,15.8049,16.4984
TRAF3,7.30625,5.30832,5.86599,4.64999,5.3727,5.29941,3.38701,3.41649
IL22,0,0,0,0,0,0,0,0
PHKA2,3.04092,4.34185,3.74771,4.34984,3.72608,4.3004,4.00214,4.34345
HIGD1B,0,0,0.173632,0,0,0,0,0
PPP1R1C,0.151283,0.13119,0.0760162,0.133885,0.41352,0.207655,0.294365,0.304735
EVI2A,0.0213914,0.0177806,0,0,0,0,0,0
SLC5A7,0,0,0,0,0,0,0,0
SMPD2,6.37115,5.62087,6.11419,5.27419,4.54349,5.20521,4.83228,5.99295
DPY19L2,0.0250971,0.298463,0,0.0859138,0,0.0246835,0.0350477,0.185352
FASTKD1,6.44129,6.31049,5.36168,5.47668,8.1996,6.05533,6.6466,6.67891
ARL6IP6,8.24382,8.54716,8.99129,9.84252,9.88556,9.49006,10.2711,9.65654
OR52N2,0,0,0,0,0,0,0,0
CTD-2192J16.24,1.59E-05,4.89E-06,1.80922,6.94E-09,0.463073,0.000642428,3.91E-05,1.94477
TCP10L,0.0642383,0.135122,0.0642354,0.15014,0.14,0.0625542,0,0.247595
ZNF423,0.0351074,0,0.106533,0.0503018,0.0962527,0.0819364,0.185817,0.0365055
SEMA7A,1.12797,0.47409,0.459599,0.65283,0.90967,0.817889,0.573493,0.475813
TMEM65,9.14956,10.3362,10.6938,11.183,8.64099,8.92276,11.2655,10.4174
TRA2A,34.9582,30.5762,37.9119,32.5679,32.2104,31.2448,29.9403,27.3609
LGALS7B,0.151804,0.161614,0.15153,0.175552,7.78784,4.96501,5.62492,4.93046
NUPL2,3.38283,2.64881,2.80107,2.28856,3.11158,2.60278,2.16356,1.18543
THOP1,20.0055,25.0399,19.7428,20.2194,22.9501,25.7948,22.8973,21.3451
UBL5,254.818,265.514,262.618,260.367,245.89,243.667,250.404,229.341
TMLHE,4.64426,5.23166,5.0438,5.09897,4.26221,5.57904,5.07689,4.27012
MFF,36.2237,40.9721,40.5164,41.1312,34.8915,35.3835,39.092,38.2065
RBM15,8.40775,5.23238,6.45653,4.87883,5.59913,5.7218,3.31301,3.3764
DENND4B,14.8363,15.6311,14.3885,14.6042,14.3759,16.0872,14.4676,14.2529
GRTP1,11.7423,11.7427,11.1474,10.2437,13.1468,12.7623,10.7456,11.4592
GABRG2,0.39734,0.241884,0.246081,0.350795,0.191291,0.0900623,0.111298,0.152184
CHUK,7.7331,8.42444,8.25559,8.10466,8.01541,7.42417,8.48373,8.82863
MON1A,7.62059,3.95044,4.52633,3.02365,3.59426,2.61103,2.35579,2.34389
QSER1,5.09735,5.31944,5.3892,5.09704,5.53615,4.98952,6.34364,6.28644
UNC5C,2.84213,5.08228,4.27799,4.13282,2.27391,3.23928,3.38023,2.90049
MAPK8IP2,0.45057,0.493761,0.80344,1.03734,0.483163,0.473745,0.895063,0.688366
FBN2,0.0722605,0.0348125,0.0552463,0.0625868,0.0930798,0.101909,0.0988273,0.117203
DDC,0.0227024,0.0197807,0.202375,0.0799897,0.0835542,0.0218288,0.146523,0.145849
6-Sep,3.11532,3.61406,4.18553,4.01593,2.63435,2.90894,4.20215,3.80955
KLK13,0,0,0,0,0,0,0,0
AC124890.1,0,0,0,0.0477133,0,0.0192923,0.0258685,0
SERTAD4,5.1222,4.58575,4.32952,4.07575,4.74706,4.40233,3.94176,3.79698
FAM49A,0.922137,0.428036,0.912007,0.851832,0.547078,1.05157,0.943889,0.280071
HRNR,0,0.00291322,0,0,0.00306186,0,0.00713216,0
C11orf63,1.31709,0.956456,1.32178,0.610718,0.779175,0.646659,0.520826,0.459439
TUBGCP2,23.0409,28.1796,23.5996,27.4687,24.6593,28.536,27.5675,29.0114
MRPL39,29.2548,32.0897,27.7811,28.3308,28.0495,29.3408,27.5117,28.419
REPIN1,60.2358,45.6572,46.1828,40.9826,47.053,40.3742,41.6827,35.915
EGLN2,67.4508,34.607,46.0089,32.7283,37.0373,29.6028,29.9497,27.0309
AP3M1,17.9893,17.265,16.2839,14.5393,17.1195,16.8493,15.669,14.3896
RP11-536G4.1,0,0,0,0,0,0,0,0
IRX6,0,0,0,0.0110402,0,0,0,0
TLR5,0.481446,0.300203,1.17319,0.305899,0.0654981,0.175978,0.0993514,0.0964123
ADCY8,0,0,0,0,0,0,0,0.00596477
CA12,127.124,125.511,78.2737,78.2617,109.6,106.259,76.0847,73.7988
SRP54,54.0036,62.9037,58.3018,56.6963,59.0357,61.1127,59.8485,57.8398
POLR1C,64.4703,54.0544,73.7245,61.5067,68.6092,55.3492,44.6303,55.6373
TMEM223,11.5416,12.2022,12.3919,14.4296,13.7501,11.9852,15.7849,13.3319
C1QTNF6,16.1215,13.5241,18.8363,13.874,28.6032,26.1905,19.3501,19.305
ANKRD34B,0.114836,0.0975731,0.116121,0.154243,0.0866846,0.0892857,0.0367975,0.0834145
OR51B6,0,0,0,0,0,0,0,0
LIMD1,4.11635,3.69949,3.68967,3.30856,3.9762,3.42052,2.92588,3.37612
SLC6A14,0.148297,0.0710723,0.11249,0.0664211,0.0678535,0.0413778,0.0950023,0.223439
B4GALNT2,0.695439,0.409073,0.782747,0.566058,0.357754,0.352387,0.122453,0.171741
ZNF526,4.24595,3.69574,4.29627,3.76401,4.27887,4.53165,3.85247,4.03222
KRTAP5-7,0,0,0,0,0,0.0440886,0,0
CRMP1,0.0401277,0.0734588,0.162218,0.114153,0.682667,0.691812,1.72498,1.96865
TRH,0.0157089,0.043366,0,0.0245939,0,0,0,0
DUSP6,0.399482,0.351692,0.323388,0.231626,0.269575,0.388451,0.180405,0.556225
PIH1,0,0,0,0,0,0,0,0
PINK1,6.34525,5.46394,7.50028,6.8489,6.56072,5.57888,7.97424,6.48393
GPX6,0,0,0.0188962,0,0,0,0,0
GOLGA6L9,0.777991,0.778804,0.939497,0.945798,0.666051,0.664316,0.786357,0.768978
OR51F1,0,0,0,0,0,0,0,0
RSBN1L,9.82616,12.3289,9.98026,11.4079,10.7046,11.0725,13.0071,12.419
MAN2A2,8.53935,10.0635,10.0643,8.5903,10.0677,9.85727,7.88637,8.45635
AC025287.1,0,0,0,0,0,0,0,0
SYNJ2,4.61534,4.02132,3.57268,6.0135,5.44329,4.61726,5.83042,4.10555
RIMS1,0.283838,0.321661,0.191344,0.29956,0.0194793,0.0570962,0.104977,0.036308
PDHX,18.3434,23.3529,20.0192,21.1849,17.4677,17.2551,17.5798,18.908
TC2N,23.154,21.2471,26.4997,23.7351,14.9868,14.4837,16.4961,15.244
GAS2L2,0.0771792,0.0232401,0.112231,0.0805991,0.0609463,0.0369552,0.0285172,0.0286767
RANBP6,3.00681,2.62748,2.95476,2.60795,2.90674,2.67216,2.36767,2.75684
ZER1,20.2396,14.6105,18.0446,16.0405,21.9054,17.8864,14.231,14.0763
CTSZ,0.422124,0.372282,0.201579,0.606567,0.340806,0.384447,0.372369,0.31516
ATP2A2,78.389,109.614,91.5639,112.461,106.746,116.788,146.256,146.421
ANKRD20A3,0.00534442,0.0074519,0.0108086,0.00850794,0,0.0204567,0.00913339,0
IFIT1,90.6381,39.0376,70.5109,34.3716,42.27,20.1084,38.0191,20.1495
FAM184A,0.74096,0.686468,0.848633,0.769202,0.864189,0.887635,0.964345,0.860104
IRS2,0.699007,0.738875,0.750525,0.882047,0.883017,0.920675,1.02405,0.887879
FSHR,0,0,0,0,0,0,0,0
SMPD4,27.4908,29.7082,26.0705,26.0708,27.8769,28.8554,29.1235,28.8485
TAF3,5.3196,3.79755,4.09082,4.3319,4.24529,4.1611,3.77607,3.7285
MAGED1,16.9847,23.1709,25.7343,26.8581,30.0557,31.4794,44.8773,41.6847
F7,1.07178,1.28167,2.29942,2.41785,1.99879,1.93977,3.36793,3.092
RP11-598P20.5,9.06E-07,1.24E-06,2.19E-08,0.206824,3.52E-11,1.55E-06,2.50E-05,0.000141443
SLC7A7,0,0.0153417,0.0494197,0.034907,0.0587416,0.0903766,0,0.0189373
GC,0,0,0,0,0,0,0,0
QPCT,0.514416,0.192335,0.222428,0.138237,0.302113,0.17641,0.212859,0.355509
KRT222,0,0,0,0,0,0,0,0
STAM,9.02935,9.49009,9.0639,8.77649,9.53684,8.34767,8.51573,7.40103
WDR11,10.7657,9.22604,9.72874,8.07431,8.56654,8.21029,7.79284,7.23306
DEPDC1B,20.8755,19.2642,18.7001,16.6665,17.6921,17.5585,20.5038,17.1178
PICK1,12.6553,10.3444,11.7272,8.85447,10.7845,9.8362,8.16587,9.7528
LRRC57,6.07515,4.307,4.10277,3.91929,3.61239,3.64646,4.18455,2.61403
CCDC70,0,0,0,0,0,0,0,0
PLEKHG5,4.26308,4.37565,4.97921,4.31944,6.78823,6.28966,5.38302,6.17923
TAF13,64.7755,50.163,53.7379,46.215,55.7184,47.7533,49.6799,44.7471
PPP1R32,1.05194,0.835157,0.744909,1.13297,0.952538,0.842792,1.14345,0.595971
IFRG15,2.03453,2.73507,2.03859,2.64621,3.34931,3.31208,3.14593,2.88204
SPAG7,27.3608,30.3059,25.9857,31.7814,30.0043,33.3795,27.6118,27.4745
EPHB2,1.59607,1.81938,1.65432,1.77945,3.47632,3.76493,4.11627,3.77274
PELI2,0.0185679,0.228016,0.00469633,0.126823,0,0.105919,0.248762,0.131652
CCNK,59.1019,65.2747,62.8924,65.6855,59.2707,64.2676,62.7905,58.3501
DCST1,0.207721,0.0434827,0.251788,0.197949,0.182341,0.225803,0.106803,0.143013
VPS13D,5.8034,4.37958,4.21259,3.27034,3.70684,3.74401,3.19059,3.80887
KIAA1107,0.386051,0.32807,0.469899,0.410968,0.357882,0.380939,0.44062,0.276982
CYB5D1,7.08216,4.25786,5.22478,4.00254,4.7961,4.29363,3.34785,3.81388
OR51V1,0,0,0,0,0,0,0,0
RAB4B,13.1612,11.6212,13.6668,10.4242,11.0263,9.75613,12.1533,10.1815
FAM27B,0.0297008,0.0940409,0,0,0,0,0,0
GPR171,0,0,0,0,0,0,0,0
VRTN,0,0,0,0,0,0,0,0
AC007431.1,0,0,0,0,0,0,0,0.0662526
TTC6,2.72539,2.25842,4.07008,2.22204,1.70234,0.950579,1.89461,2.17148
PTGES3L,0.187573,0.226357,0.144066,0.332698,0.155996,0.402184,0.0299006,0.27034
VWC2,0,0,0,0,0,0,0,0
UGT2A3,0,0,0,0,0,0,0,0
CEP95,11.7409,8.27272,11.0691,9.12866,8.95726,7.99307,7.71652,7.40173
KRTDAP,0,0,0,0,0.4779,0.144569,0.392833,0.972395
TBR1,0,0,0,0,0,0,0,0
ZNF565,2.27127,1.82018,2.54087,2.03412,1.45039,0.818169,1.20737,0.998248
ATP6V1G3,0.905737,0.57368,0.813388,0.841841,0.690406,0.35519,0.922497,1.77664
XKRX,0.251596,0.337053,0.114241,0.219412,0.361674,0.314766,0.271269,0.119408
ZNF266,1.05739,0.910416,1.00479,1.02572,1.02672,0.891917,1.07831,1.22393
CCDC135,0.0919786,0,0.137306,0,0,0.0165654,0,0
PIGH,13.7338,11.0949,11.3919,7.14503,8.86716,7.5123,6.80488,7.49432
ESX1,0,0.0232676,0,0,0,0,0,0
CKAP2,27.2342,23.4785,26.7796,21.9154,25.2148,24.2339,24.8878,22.29
KLHL35,3.14135,2.10829,3.21155,2.62608,1.98765,2.0841,3.05168,2.59612
AL590822.1,0,0.0280593,0.0135407,0.0159694,0.0147087,0.0514187,0.0516806,0.0346084
SUB1,48.9357,52.6635,52.1054,65.8458,54.7764,55.524,63.7439,56.057
CHCHD10,35.397,27.441,31.8221,31.4362,48.0886,37.1076,42.4396,50.8923
NSG1,0,0,0,0,0,0,0,0.0173671
TAS1R3,0.0250349,0.0785501,0.0843639,0.0199176,0.0274833,0.0878728,0.0963088,0.0215502
RPS6KA4,13.7517,12.4289,12.8554,12.474,14.2807,15.0631,15.5662,15.6281
AMELX,0,0,0,0,0,0,0,0
TMEM81,1.05187,1.40935,1.20785,1.07346,1.045,1.12957,0.852283,0.820036
CD274,0.117207,0.236983,0.308109,0.298457,0.300251,0.321586,0.340604,0.383409
TXN,169.178,200.998,189.86,218.792,189.429,198.375,201.817,199.145
IPO8,10.3967,10.8888,8.72835,8.32761,9.1405,9.31367,9.43132,10.8319
GAS8,24.7631,27.1418,20.972,21.4612,26.7307,27.7976,21.1314,21.384
PDCD10,75.8066,78.1858,82.4014,83.2724,76.7771,77.4661,80.7781,80.5341
POTEE,0.435971,0.587476,0.543036,0.448673,0.612825,0.646307,0.446656,0.618232
BCL7C,11.4189,10.8004,10.7445,11.3245,11.9417,10.7852,11.2502,10.6217
AQP8,0,0,0,0,0,0,0,0
ASB14,0.00909521,0.0285394,0.0735474,0.0325531,0.0898531,0.043543,0.0349992,0.023486
NLRP10,0,0,0,0,0,0,0,0
BDH2,7.57375,6.973,7.4517,8.01979,3.21852,2.70157,3.32709,2.94678
FOXL2,0,0,0,0.0119369,0,0.00958615,0,0
ATP2A3,35.4108,37.8558,34.4053,34.7809,20.622,22.12,25.2803,23.7459
BCKDHB,7.48998,7.10447,7.18357,8.71352,8.37918,8.05609,8.01146,8.79577
IL4,0,0,0,0,0,0,0,0
SRSF1,108.503,123.907,123.216,119.504,126.769,129.513,131.682,142.535
PLA2G5,0,0,0,0,0,0,0,0
CHN1,16.2583,20.339,17.3134,14.1539,5.28506,8.24375,7.94382,5.31627
SELL,0.098352,0.0257258,0.111769,0.073246,0.0944229,0.0824805,0.110524,0.0476054
MCTP1,0.106686,0.511841,0.134148,0.0493978,0.0805854,0.325353,0.101258,0.115806
NLRP1,0,0,0,0.13628,0.0146929,0,0,0.00863894
AGTR2,0,0,0.0102536,0,0,0,0,0
OR8J3,0,0,0,0,0,0,0,0
MID1IP1,43.9146,25.2242,34.8274,23.4956,27.4524,22.1663,19.7985,20.5228
CD74,0.279213,0.205009,0.233173,0.0937066,0.345354,0.155693,0.771364,0.739706
CARF,3.45331,3.29504,3.85577,4.81814,3.43931,3.5684,2.24799,2.62635
NUDC,58.1292,61.3735,52.9501,57.9214,63.9197,64.0452,62.4971,66.9854
RASSF7,19.7034,15.5542,17.6223,15.1462,22.0962,20.7339,18.1902,15.7719
NPC1,6.8396,6.28186,6.67399,6.36408,7.27936,7.6468,7.05862,6.72309
HMGXB3,11.2528,10.1402,11.0694,10.5141,12.5329,12.2419,12.7344,12.331
PLIN5,1.52129,5.08853,2.51768,4.16077,3.11016,6.68223,4.17169,5.04056
STARD13,2.45325,2.88755,3.53724,3.98278,3.19474,4.10367,3.5837,2.89295
SPANXN3,0,0,0,0,0,0,0,0
PDS5A,21.0639,22.184,22.5828,22.206,20.7573,19.7898,20.9174,19.9825
DAZ1,0,0,0,0,0,0,0,0
HLA-DMA,1.44054,1.64414,1.39029,1.29281,0.752145,0.760957,0.732799,1.3874
PFKFB4,3.73628,2.98277,2.57482,3.06674,4.88803,4.22307,4.86212,4.13431
PABPC5,0,0,0,0,0,0,0,0
EPHB3,10.1038,7.85481,9.5207,7.5846,18.0759,19.6481,15.7301,15.7023
PPP1R3F,4.17731,2.58224,2.90885,3.05152,2.18251,1.45431,1.46815,4.98195
SPANXN1,0,0,0,0,0,0,0,0
ATP1A2,0.0126846,0,0,0,0.0189512,0.0247239,0.0130309,0
CD34,0,0,0,0,0,0,0,0
MYOF,37.1834,36.2516,29.674,31.6836,31.7118,34.9008,30.8271,23.4919
FBXO21,14.1247,12.5371,13.4846,12.3001,13.9511,13.1438,13.2128,12.4912
FAM58A,12.6244,10.9339,14.4564,14.7741,10.9065,8.89297,11.3483,10.6916
RP11-295P9.3,1.93E-48,7.53E-33,2.05E-35,1.69E-40,6.29E-44,1.49E-41,5.06E-39,7.39E-40
FRS2,38.3808,28.9136,36.221,32.4659,25.1768,31.5571,38.5748,27.696
ST13,59.8575,72.6139,67.8717,75.2527,76.9121,81.6682,75.7009,73.8508
PCDHA7,0.514009,0.626345,0.72643,0.569544,0.396847,0.443958,0.331479,0.529654
ANG,1.42254,0.989471,1.30572,1.55748,1.05072,0.565725,0.853453,0.418357
KIAA0907,10.3167,17.7207,13.7536,17.1434,16.4068,19.2445,17.164,19.4242
GGA1,20.745,25.3308,19.7311,23.3419,22.5453,21.3467,20.5101,21.2461
HLA-DRB1,3.59808,3.1975,1.80644,1.12473,3.37166,2.63412,1.56267,1.03876
SLC9B2,2.91418,2.25865,2.0305,1.37458,1.47056,1.60859,0.902676,0.844678
CTD-2287O16.3,0,0,0,0,0,0,0,0
DNAL4,10.9352,8.54253,9.1797,9.50049,9.6871,8.78151,8.81096,7.66079
PPM1N,1.21121,2.08387,3.15207,2.71102,3.28245,2.0108,4.11193,3.57568
KMT2B,7.3251,7.6972,7.80594,7.81548,7.75357,7.35086,7.87578,7.67248
IGSF1,0.336774,0.679767,0.356095,0.186118,0.625378,0.885251,0.363845,0.36843
OPRL1,0.229829,0.226012,0.310383,0.329623,1.71805,1.73887,1.63158,1.75589
POLD3,13.9052,13.2704,12.5836,12.4033,12.4045,11.0904,10.3662,10.2611
ESD,72.2292,84.1669,79.077,86.9366,73.9661,78.3693,83.6463,84.1624
HLA-DPA1,0,0.0327963,0.119409,0,0,0,0,0
SLC5A3,0.580054,0.484196,0.517493,0.583869,0.594967,0.495558,0.628042,0.766162
CYC1,281.811,303.257,251.492,284.692,277.167,270.242,265.59,239.041
LTB4R,0.450705,0.645663,0.78442,0.874774,0.481425,0.629316,0.700435,0.603809
OR2W3,0,0,0,0,0,0,0,0
TNFAIP3,0.386816,0.212202,0.534269,0.572543,0.334886,0.273371,0.591246,0.410291
LRRN3,0.018702,0.00978054,0.0164483,0.0111546,0.0205287,0,0,0
TMEM139,0.365941,0.417386,0.356572,0.363592,0.546056,0.586568,0.671793,0.521828
MTRNR2L10,0,0,0,0,0,0,0,0
LRRC3B,0,0,0,0,0,0,0,0
APOC2,0,0,0,0,0,0,0,0
ATXN3L,0,0,0,0,0,0,0,0
MPI,36.2464,29.7997,27.5318,23.8168,37.6522,28.358,23.3367,24.4946
SSX4B,0.0145868,0,0,0,0,0,0,0
EGR4,0,0,0,0,0,0,0,0
GNL3,32.8971,32.5617,32.6026,30.2776,29.6893,32.0874,32.1494,31.099
AGAP2-AS1,14.8219,11.3987,14.7196,11.4235,12.5077,11.7603,11.0659,12.2389
FURIN,7.38376,7.02927,7.56756,8.13012,8.57272,8.11216,9.10588,7.94617
ERLIN2,20.8477,17.1559,19.6092,17.375,17.5438,17.6972,15.8151,14.2055
KIF5A,0.438374,0.482953,0.749071,0.511727,0.569291,0.463476,0.354162,0.364752
C5orf49,0.112479,0,0,0,0,0.0241527,0.0647325,0
LANCL3,0.00947438,0.00991009,0.00262975,0.00310759,0.000951536,0.00896976,0.00221625,0
CCDC15,1.73702,1.20087,1.46981,0.885051,0.91768,0.667685,0.605531,0.80713
LIMS3,1.13955,0.91788,1.24515,1.58917,1.08466,1.23005,0.838042,0.837541
SERPINE1,0.941597,0.539778,0.613162,0.777725,1.03358,1.17204,0.940664,0.958547
RNF168,12.9374,9.69571,11.3069,9.76345,10.0118,9.33171,8.51171,8.00037
LAMP3,0.05953,0.0510355,0.207828,0.18977,0.389944,0.285129,0.250828,0.361418
ARHGAP22,0.0127932,0.0167155,0.0561842,0,0.014038,0.0370424,0.0410784,0.0206045
SERPINI1,2.36101,1.7456,2.54421,2.06703,1.23619,0.94577,2.20138,1.70493
RTN4RL2,1.0367,0.448399,1.08878,1.06997,0.924948,0.569933,1.17236,1.15954
HOXC5,0.290266,0.160866,0.2719,0.205338,0.11791,0.242127,0.231598,0.234698
ETS1,0.135066,0.147655,0.130627,0.240554,0.142786,0.204208,0.10767,0.21104
AL163636.6,1.51E-16,6.24E-05,1.31E-06,0.0752559,5.54E-06,1.61E-11,0.128444,0.000518814
NR3C1,11.0063,11.3595,13.7412,10.1378,15.0324,14.835,13.3369,13.5913
GYS1,13.0949,15.2266,13.3396,15.6271,14.5715,13.8243,16.9276,14.7974
MEGF8,2.80802,2.99926,3.16135,3.05897,4.7771,4.56819,4.69097,4.33
PCDHGC3,4.32122,4.95839,4.72372,4.69259,3.39298,3.60275,4.83442,4.66459
CD3G,0,0.0115362,0,0,0,0,0,0
FAAH2,0.469843,0.393397,0.41105,0.428664,0.154582,0.150258,0.0805611,0.141462
AC096644.1,0,0,0,0,0,0,0,0
PRB1,0,0,0,0,0,0,0,0
PAH,0.64905,0.078523,0.197875,0.0661679,0.0398438,0.0464021,0.0310888,0.0312479
TMEM66,59.928,68.5544,64.0441,71.6847,68.321,67.3178,72.5555,68.0986
PDK4,0,0,0.00806542,0.00952152,0,0.00763575,0.0102282,0.0515044
MTOR,9.7493,9.77707,8.6959,8.91007,10.3912,9.6697,9.56012,9.58305
NDUFB8,141.172,145.92,138.209,142.682,144.804,136.592,142.943,130.516
CDPF1,2.44635,2.15039,1.92779,2.19648,2.39097,2.48223,2.55594,1.91627
PLEKHJ1,46.5531,39.3499,42.875,39.122,39.244,41.7489,33.8326,31.0101
AC006126.3,0.235013,0.249068,0.117207,0.136111,0,0,0,0
MAGEB17,0,0,0,0,0,0,0,0
C21orf54,0,0,0,0,0,0,0,0
TAF6,76.2763,76.9514,78.1066,76.6548,71.7576,72.7886,70.6009,73.6221
GMEB2,10.2091,7.92333,9.25606,7.94642,8.47887,7.10887,6.76511,6.17989
AC099552.4,0,0,0,0,0,0,0,0
EXT1,2.23826,1.543,2.06334,1.51168,1.36632,1.16599,2.30053,2.70833
C2orf43,10.8031,12.9953,12.0243,8.40799,11.6424,10.6505,11.8362,10.3028
DRP2,0.0318297,0.0207922,0.0377248,0.0237744,0.017476,0.0266231,0.0254602,0.0410322
CACNG1,0.277663,0.17457,0.0838825,0.296007,0.212803,0.0267384,0.035876,0.178947
ADAMTS17,0.0308464,0.0322491,0.0713356,0.0421345,0.0242011,0.0294931,0.0789906,0.0683029
NECAB1,0.0470002,0.0523243,0.0212702,0.0362547,0.100719,0.0948928,0.127705,0.0876837
LMTK3,4.23963,3.51704,3.10869,3.22514,3.7586,3.1718,3.28294,3.25254
CORO7-PAM16,1.29E-08,1.51E-11,0.114092,3.78E-12,8.53E-13,4.73E-17,1.19E-10,1.90E-11
RNF11,12.2745,14.9779,11.0141,13.2571,12.1262,12.9288,13.3643,12.8795
PF4,0,0,0,0,0,0,0,0
SRSF6,35.1123,30.5098,34.9743,32.2561,32.8814,33.6834,27.282,28.6609
TDRD12,0.0878455,0.105201,0.109009,0.125671,0.28816,0.089386,0.103484,0.0835071
CLEC1B,0,0,0,0,0,0,0,0
