Gene_ID,MCF7_ROSA26.KO_DMSO_rep1,MCF7_ROSA26.KO_DMSO_rep2,MCF7_ROSA26.KO_C70_rep1,MCF7_ROSA26.KO_C70_rep2,MCF7_ZBTB7A.KO_DMSO_rep1,MCF7_ZBTB7A.KO_DMSO_rep2,MCF7_ZBTB7A.KO_C70_rep1,MCF7_ZBTB7A.KO_C70_rep2
PRDM4,15.4566,9.82638,15.1976,12.2658,10.6836,8.74165,9.21755,8.49108
OR5R1,0,0,0,0,0,0,0,0
MTX2,39.7239,33.4637,40.7393,34.0271,35.6083,32.9877,33.4907,30.504
GZMH,0,0,0,0,0,0,0,0
HAND2,0,0,0,0,0,0,0.0135639,0.0136433
ZCCHC2,6.6974,5.45927,5.88076,5.42743,5.44428,5.10536,5.89588,5.24002
C10orf131,0.0284058,0.158026,0,0.134556,0.166853,0.0820786,0.110134,0.0732229
HOXC9,0.176198,0.346015,0.266471,0.235319,0.24134,0.356622,0.141956,0.34086
MTRR,9.78337,7.40033,10.9485,8.57455,10.1157,8.77544,8.45938,7.73249
TUBB4A,0.56756,0.500735,0.416267,0.483372,1.23624,1.54932,3.30878,1.12979
REST,6.75512,4.63602,5.92937,4.67318,5.75517,5.22842,5.10337,4.37736
MANBAL,36.2225,27.8147,30.9262,25.5793,30.2381,30.5992,24.5911,21.4829
SMARCC1,15.493,15.8554,15.5961,15.8972,15.9597,16.2347,17.2313,16.6235
HES3,0,0,0,0,0,0,0,0
MOCS1,3.80613,3.10482,2.79074,2.06912,3.35958,3.44665,2.26362,2.44017
DLEC1,0.263397,0.253163,0.202026,0.289442,0.321986,0.320879,0.342664,0.290839
OR5B2,0,0,0,0,0,0,0,0
PTPRO,0.0148787,0.0155711,0,0,0,0,0,0
CLASP1,6.99795,7.89458,7.50349,7.87036,7.35298,5.62147,7.3252,6.69312
B3GNT3,5.04842,2.58629,3.28199,3.0436,2.68134,2.75629,2.71977,2.20289
SYCE2,2.58487,1.4748,6.59735,5.30522,4.3185,4.20808,5.76121,5.91082
COL6A5,0,0,0,0,0,0,0,0
RP4-576H24.4,0,0,0,0,0,0,0,0
PHF10,14.043,22.4127,17.8704,21.6906,20.1891,21.3366,21.6883,22.9719
PRDX4,96.6526,93.3973,96.5014,91.9202,94.2715,84.589,94.4709,83.9493
CYP2E1,0.278946,0.0810812,0.0883009,0.151621,0.212218,0.250524,0.265571,0.0930643
SNX5,48.15,52.5739,49.0776,49.1,46.3341,48.6952,40.7456,41.0586
PEX6,2.15127,2.10952,2.36282,1.90007,1.94432,1.86614,1.43447,1.46301
PPM1D,53.0832,41.7999,49.4225,42.4539,40.0674,37.2991,34.6477,32.1582
SVOPL,0.115933,0.0956665,0.120384,0.141711,0.123011,0.10427,0.0587335,0.149474
FNBP1L,9.61244,11.4394,9.83652,10.9025,11.8008,11.9098,11.2015,9.06987
ICOS,0,0,0,0,0,0,0,0
GPC3,0.27866,0.858641,0.348712,0.839568,1.15819,2.04465,2.50934,0.755318
FAM134B,1.90635,1.33664,2.038,1.94621,2.13141,2.05634,3.31154,2.85023
DHPS,86.8811,89.8655,96.4755,93.3508,70.666,71.6883,76.2234,72.1118
NIPSNAP3B,0.0182041,0.0571724,0.110202,0.151496,0.239488,0.122352,0.117166,0.0234844
GPSM3,0.248437,0.0959358,0.323212,0.434885,0.594926,0.479508,0.963037,1.01936
E2F8,7.14757,7.18529,7.83778,7.73099,7.44065,7.73199,6.64125,6.29565
RLBP1,0,0,0,0,0,0,0,0
NAALADL2,1.40083,1.25948,1.57521,1.7822,1.29048,1.67192,1.17726,0.897117
KCNK3,0.0133219,0.0232129,0.0134784,0.0159221,0.0682856,0.0127375,0.0284286,0.0172074
RP11-1012A1.4,8.24E-122,0,1.28E-134,0,1.67E-116,0,1.85E-140,1.18E-139
UNC119B,7.92648,7.55735,6.07507,6.25541,7.10564,7.10889,6.91488,6.15672
CDH2,0.0820443,0.0158969,0.130105,0.142561,0.102036,0.187578,0.00974305,0.0809521
EME2,8.38879,15.3466,11.538,15.4092,13.3239,14.4566,12.5224,15.0119
FAM43B,0,0,0,0,0,0,0,0
PCDH19,1.67015,2.51376,1.92019,2.57899,1.87167,2.0019,3.0162,3.14417
GAL3ST3,0,0,0,0,0,0,0,0
MAGEA12,0,0,0,0,0.021266,0,0,0.0750861
OTX1,0.593358,0.727706,0.899443,0.695391,0.864548,0.911292,0.958358,0.66036
STAP1,0,0,0,0,0,0,0,0
C1QTNF7,0,0,0,0,0,0,0,0
CD84,0,0,0,0,0,0,0,0
AMN1,4.80927,5.3555,4.12938,3.73845,5.73665,5.91677,5.07576,5.52339
MAPK14,17.9443,16.6987,17.8587,15.5791,17.2581,16.9981,17.9484,15.9673
HEPN1,0,0,0,0,0,0,0,0
CDK14,0.189197,0.114469,0.244464,0.0936819,0.0870834,0.0642887,0.0215185,0.134234
LAMB2,15.6357,14.5928,16.0691,14.4418,18.2587,17.426,16.7773,15.8876
VSX1,0,0,0.0143246,0.0168914,0,0,0.0386844,0
APLP2,79.5691,86.1691,91.2269,101.67,93.6706,96.6444,114.27,102.129
PDE6H,0,0,0.123951,0,0,0,0,0
COPE,122.223,141.777,140.461,143.918,131.918,135.444,149.003,137.151
CC2D1A,13.0729,16.4622,13.2316,16.2172,12.948,15.2389,14.0775,15.0903
TTC7A,9.14496,8.65586,7.74085,7.71917,8.57495,8.91462,7.69097,7.1301
RPS17L,819.693,798.255,790.862,800.039,873.572,808.615,795.625,781.578
IL4R,1.04495,1.55586,1.07715,0.552798,2.74376,2.25839,1.63352,1.62924
TOLLIP,11.5824,10.3645,9.30272,9.94058,8.92884,10.6645,9.41958,7.67807
TBC1D20,3.85688,4.30797,4.09074,4.63637,3.71276,3.94731,3.52182,3.85702
ZBTB10,4.76107,5.5549,5.88916,5.39427,6.81839,7.02573,7.33173,7.90438
SLC19A1,15.0531,14.7635,14.1175,12.3811,12.6108,13.5718,12.4489,11.7848
BST2,484.266,411.557,425.115,357.334,386.359,330.909,408.52,312.244
DDA1,8.13904,7.37687,7.99302,6.69893,6.41052,6.89538,6.66774,6.50887
NARF,26.1901,25.5343,23.536,24.4312,25.0369,28.9262,26.5708,24.9122
SYNM,0.355622,0.326422,0.391352,0.368836,0.538993,0.417485,0.814972,0.839379
MXRA7,1.65097,1.19496,1.80489,1.74655,2.83816,2.83619,3.25604,3.15723
SLC29A3,6.11315,4.13329,5.27824,3.56852,3.69952,2.94985,2.58942,2.60101
ATP6V0B,62.4347,65.8153,64.4116,60.7011,63.9244,63.0591,64.8341,61.311
KRTAP6-2,0,0,0,0,0,0,0,0
HKDC1,0.0697055,0.0967479,0.0349875,0.125633,0.0383239,0.111313,0.0747393,0.16923
ACD,8.56207,10.4186,7.72592,9.28517,8.85465,11.2303,10.5455,9.74213
LRBA,14.8222,15.9304,14.7533,13.608,14.5031,15.2708,15.0082,14.3387
FLJ00418,10.9821,8.97009,9.58178,8.59235,10.5741,10.2981,9.21264,8.63911
RP11-379H8.1,0,0,0,0,0,0,0,0
WISP2,57.7527,37.5042,78.7543,57.1367,40.5745,28.2725,44.6282,28.4304
MCOLN1,2.80222,3.8856,2.9242,3.34227,2.53747,3.36729,2.82174,3.83617
VPS13A,3.62947,3.72706,3.24281,3.21828,3.03949,3.47446,3.20773,3.08736
ATP5SL,32.7999,30.2719,27.7948,27.7876,24.8838,28.2046,25.1849,24.1346
AFTPH,12.807,9.54799,12.5865,10.2156,10.1788,8.81899,8.40391,8.06193
CDH7,0.0107971,0.018287,0.0353526,0.0128729,0.0236985,0.0167393,0.0138586,0.0139382
AC037459.4,0.0949458,2.98E-28,4.02E-89,2.03E-66,0.232037,3.23E-57,6.72E-22,2.80E-31
TSPAN3,30.2952,31.8782,35.6152,36.8427,40.7197,40.5947,45.9279,42.5918
EPAS1,1.89854,1.24804,1.59579,1.66417,0.707505,0.943879,1.26199,0.997192
IST1,97.8862,73.801,87.7559,80.7623,79.9033,62.6204,70.1708,69.7192
GPR12,0,0,0,0,0,0,0,0
CYP24A1,0.981287,0.86157,1.35073,1.32364,1.40663,1.12834,1.02747,1.46632
HIST1H3B,3.20983,2.22358,4.48694,2.59784,1.22684,1.27402,1.30021,1.22535
GRIK1-AS2,1.04E-94,7.58E-112,6.90E-49,0,3.12E-72,4.59E-104,1.44E-73,1.01E-111
NUFIP1,4.02914,3.88844,3.99889,3.23506,3.749,3.52757,3.03471,3.03481
BROX,18.1246,15.8299,17.5347,15.3338,14.9358,14.4752,13.71,13.2165
DDX5,200.888,213.964,226.168,206.505,203.802,204.55,205.22,225.456
ZNF132,0.134213,0.120331,0.0968919,0.125786,0.0736565,0.174429,0.122991,0.185654
AQP9,0.0104691,0.0109517,0,0.0305563,0,0,0,0.0332308
TP53I13,23.8002,24.8281,26.9935,22.498,25.1013,25.6807,27.5155,24.074
PER1,5.96386,5.78206,6.67843,8.06774,7.06543,6.9217,9.02832,7.59647
MED1,8.38416,6.82681,8.40578,6.96073,6.90199,6.97112,6.58133,7.34536
TBXAS1,0,0,0.0128382,0.0454285,0,0.0121834,0.0326528,0
TMEM192,15.2118,14.8137,13.7497,11.4485,14.776,13.3048,10.856,9.18302
ZNF37A,2.48889,1.83579,2.01251,1.39644,1.78131,1.47129,1.37794,1.56451
CHRNA1,0,0,0,0,0.0249594,0,0,0
CD163,0,0,0,0,0,0,0,0
EMC6,95.1556,74.7541,64.9133,66.0048,76.423,69.4414,76.0435,67.5391
C17orf80,8.16514,8.7661,8.72444,8.40437,7.7809,7.70125,7.54943,6.9162
EVX2,0,0,0,0,0,0,0,0
SLC23A3,0.141527,0,0.111667,0.03784,0,0,0.0204441,0
PRICKLE2,2.71713,1.42242,1.8174,1.20378,1.29861,1.07396,1.10968,0.788683
MPZL3,7.35362,4.96709,6.30817,4.95844,4.9301,3.14367,3.84896,3.16062
MAP2K1,19.2401,23.0524,20.6382,22.7141,20.6014,20.6175,21.0471,19.1556
SAMD4A,2.70536,1.40829,2.27591,1.63368,0.335909,0.210861,0.266559,0.223665
EVPLL,0.0586724,0.0460512,0.0888591,0.104773,0.0321772,0,0.0188556,0.0567862
PLAG1,0.070535,0.0503389,0.119411,0.0377333,0.0224427,0.0283262,0.0927532,0.134334
HSPG2,1.97067,1.96804,2.04005,1.6537,2.05002,1.9287,2.32054,1.95136
TMEM155,0,0,0,0,0,0,0,0.0469346
POLL,12.7878,11.2455,10.8753,10.6858,11.8192,9.2269,8.38516,7.88303
NELFA,26.7603,25.1534,24.5909,26.813,24.9486,26.7876,23.5746,24.027
DLX1,1.69439,0.749124,2.81937,1.8196,1.22723,0.923095,2.09985,1.65549
ZNF479,0,0,0,0,0,0,0,0
POTEB,0,0,0,0,0,0,0,0
ASCL4,0,0.0140369,0,0,0,0,0,0
PRDM10,2.80401,2.56399,2.48711,4.17474,3.10751,2.27227,2.74353,2.55945
DEFB119,0,0,0,0,0,0,0,0
MYCT1,0,0,0,0,0,0,0,0
FSD1L,1.34685,0.800443,1.43772,1.27918,1.79323,1.31514,0.358078,0.995048
MRPL15,74.5116,53.0669,70.7524,55.8595,56.1401,50.9748,56.8972,49.9619
SPINT4,0,0,0,0,0,0,0,0
RTN4,48.5557,55.5301,48.4018,57.1309,41.6831,41.026,50.6276,44.7908
CHAT,0,0,0,0,0.0940493,0.0493986,0.0220731,0
VSX2,0,0,0,0,0,0,0,0
BRAF,3.36803,2.96372,3.72354,3.245,2.89602,2.71466,3.34723,2.35284
MFSD1,7.90039,9.75793,7.55044,8.74009,8.70963,7.81978,9.5671,8.76259
ASB6,9.55294,6.5559,7.43917,7.36964,8.65701,6.59094,7.87458,6.9758
AL009178.1,0.0108427,0.0453714,0,0.0258542,0.011899,0.0207747,0.0139174,0
PAFAH1B2,18.4179,15.0854,17.2948,15.9345,15.0664,15.7775,16.1376,15.0385
COL19A1,0,0,0,0,0,0,0,0
ZFP37,0.234063,0.169946,0.247454,0.191334,0.155656,0.120821,0.121945,0.169953
CKAP5,41.4875,41.8332,43.5415,41.5114,40.3223,37.3602,44.3471,39.6459
AKTIP,17.9886,19.2035,20.078,15.5863,16.2872,15.6661,16.9341,12.7616
EFNB3,0.877458,1.21744,1.59291,1.59172,2.88957,3.28334,4.16877,3.68777
INTS5,14.7814,9.47679,11.8964,8.1973,10.1098,8.90964,7.61978,6.73195
MT1B,0,0,0,0,0,0,0,0
R3HDM4,23.1258,23.0098,23.6581,24.5038,22.6827,22.5824,25.9066,24.8292
AMY2A,0.0132336,0,0.00667376,0,0,0,0,0.0128022
MYOCD,0,0,0,0,0,0,0,0
UBE3B,21.8064,19.9974,20.7423,20.6883,19.1391,18.2408,17.5678,16.5993
RABGAP1L,5.51268,4.36444,5.64756,4.79434,4.4549,4.42445,4.8066,4.11036
OR2V1,0,0,0,0,0,0,0,0
OR2F1,0,0,0,0,0,0,0,0
WASF2,25.2753,20.8871,20.1137,23.2045,20.8815,18.0497,18.9848,17.5489
AASDHPPT,9.42022,9.28638,8.66318,8.59092,10.4947,8.58957,7.96156,9.68616
WDR88,0.018647,0.0195226,0,0.0443338,0.0817757,0.0716344,0.0960416,0.0721715
ADAMTS13,2.93485,1.88261,3.01455,2.93027,2.77793,3.09182,2.51845,2.68271
RPIA,17.0705,14.4771,13.9401,14.8068,14.9497,14.9934,13.6262,13.6194
NDUFAF7,3.7948,5.34419,3.50168,3.70131,5.21781,4.98393,5.07663,4.37141
ZCCHC24,0.41699,0.501629,0.62233,0.780265,0.752167,0.592174,0.771154,0.654006
C5AR1,0.100892,0.0136752,0.1188,0.0467055,0.157725,0.100233,0.203098,0.168685
C11orf16,0,0,0,0.0227039,0,0,0,0
NSUN4,15.12,8.89637,10.5106,8.43606,9.67992,9.44658,7.47291,6.37874
CCDC34,8.26262,8.72362,6.97186,7.47272,8.79122,8.38718,7.03695,7.08444
ARAP2,0.782296,0.546455,0.587337,0.874424,0.455421,0.624663,1.03948,0.29338
MT-CYB,615.634,644.586,747.501,661.026,688.247,792.245,480.203,562.894
GNPAT,12.7927,11.3484,14.0137,10.4256,12.3948,12.5711,11.3529,11.5846
CBLL1,31.3706,24.057,30.0008,22.5621,25.9954,24.8745,21.4886,20.2997
OR4P4,0,0,0,0,0,0,0,0
GADD45GIP1,68.7429,76.7562,54.4297,69.2596,58.5585,54.0924,64.6458,56.8248
OST4,199.826,194.388,197.59,194.478,181.073,182.492,194.361,172.749
FKBP15,5.20357,7.08746,6.08883,7.2097,6.36926,7.1906,7.363,7.76376
IL1RL2,0,0,0,0,0,0,0,0
GDAP1,2.5974,1.69046,1.55397,1.41447,0.861501,0.90702,0.921517,0.670313
FAXC,1.07671,1.54834,1.30514,0.839558,0.546174,0.72765,0.704384,0.666505
NFE2L3,1.53553,0.4761,0.678752,0.764467,1.17752,0.989587,1.33543,1.08603
ZNF763,0.180726,0.102819,0.075986,0.38163,0.0238669,0.128537,0.357435,0.0655855
NUDT13,1.08542,0.986168,1.69625,0.957852,1.0371,1.01504,0.37721,0.940772
TNKS2,8.68888,9.45109,9.21816,9.38616,9.12882,9.29789,9.79921,8.92682
FAM90A1,0.0128665,0.0269275,0,0,0,0.0246691,0,0
CGB8,0,0,0,0.0206482,0,0.0226805,0,0.015296
LTN1,3.16899,3.58882,3.62719,3.51942,3.34156,3.40378,3.63706,3.55245
DSEL,0.0112593,0.0147118,0.0199418,0.00336634,0.0154623,0.0134501,0.00720355,0.021818
PRKRIR,24.2594,19.0858,23.0559,18.9909,19.6439,17.3493,18.2932,19.2159
ASB1,4.08109,4.47811,3.40006,4.32069,4.96195,4.858,4.11743,4.83166
KIF24,1.13709,1.31245,1.16831,1.1015,1.09843,1.11279,0.981803,0.904371
OR2M3,0,0,0,0,0,0,0,0
ZXDB,1.50759,1.08652,1.19447,0.848301,1.01546,1.01942,1.04341,0.897991
KEL,0,0.0654779,0.010542,0,0.0618288,0.0790935,0.0133883,0.0404028
SLC22A5,7.07098,7.40412,5.81214,6.81281,5.63487,5.62874,7.01072,5.72755
IL5,0.106407,0,0,0,0.0580477,0.103274,0,0
OR10G3,0,0,0,0,0,0,0,0
P2RY14,0,0,0,0,0,0,0.0229776,0
PABPC1L2A,0.0173405,0.00710319,0.0319088,0.0614585,0.02234,0.0176169,0.00872237,0
FAM9C,0,0,0,0,0,0,0,0
FGFR1,4.17366,4.86543,5.35638,5.75828,7.12699,8.11298,6.02947,5.71332
COQ6,17.092,17.2982,21.7666,18.9343,18.3748,14.2664,13.5146,13.4346
THEM6,32.9634,25.9256,28.0853,24.6342,22.822,20.5117,20.7283,18.015
FZD4,1.11261,0.848345,1.01067,0.812147,1.30691,1.046,0.808422,0.844303
RP11-410N8.4,0,0,0,0,0,0,0,0
DAZ4,0,0,0,0,0,0,0,0
FAM180B,0,0,0,0,0,0.0235255,0,0
IZUMO1,0,0.0629813,0.0202219,0,0.0219755,0.17336,0.0258281,0.0258615
TM4SF20,0,0,0,0,0,0.012625,0,0
LYG2,0.0731374,0,0.0577568,0,0,0,0,0
LYPD4,0,0.0320267,0.0687282,0,0,0,0,0
LOXL4,0.0467558,0.0162993,0.00787888,0.00930161,0,0.0149169,0,0.0201248
KRT19,1657.19,2035.37,1581.11,1943.13,1610.04,1767.83,2081.41,1806.13
CHCHD6,27.0226,24.998,21.6227,22.0877,20.0148,19.0112,14.4076,15.6624
LDB3,0.128622,0.0490626,0.117917,0.0706659,0.255795,0.154137,0.123032,0.106351
CD19,0,0,0,0,0,0,0,0
SKIV2L2,23.8875,26.6992,25.2769,25.0825,27.2733,28.454,31.5414,33.0558
CPT1A,53.5306,52.2458,51.4552,44.7854,46.7683,43.0327,47.9119,46.3039
MN1,0.00358407,0.00749349,0.0507753,0.00857008,0.0157487,0.0137038,0.0366997,0.0324084
ANXA3,1.24946,1.32753,0.885858,1.25171,2.61065,2.31261,1.48265,1.43423
GAR1,46.259,41.9331,40.136,40.1149,48.5711,44.9977,41.0971,42.632
HOXD8,0.38078,0.268683,0.217315,0.223593,0.151034,0.0202225,0.202325,0.222584
BTNL8,0,0,0.0188279,0,0,0,0.0240276,0
TIGD2,3.18999,1.59193,2.37083,1.52954,1.74943,1.3032,1.34796,1.1816
BMP6,0.0951157,0.0442225,0.0213588,0.0756084,0.0695906,0.0607424,0.0135639,0.0409298
ATP5S,4.90664,3.98577,5.18695,4.41033,4.62353,3.7016,3.6424,5.23877
QSOX1,28.1583,23.1631,21.2591,23.0631,30.0909,25.1064,31.7112,22.6104
MBOAT4,0,0.0229325,0.0220772,0,0.0239945,0.0210491,0,0
C16orf13,73.9666,78.0729,47.4756,71.2565,59.7734,56.0435,61.5932,58.2494
TBX3,0.612453,0.38426,0.607687,0.468655,0.756152,0.700136,1.08532,0.693507
C14orf79,6.72757,4.133,5.34455,4.25211,5.99985,4.95068,3.51144,3.40842
PRAC1,0,0,0,0,0,0,0,0
FCER2,0.0242315,0,0,0,0,0,0,0
LRRC36,0,0,0,0,0,0,0,0
CAMSAP1,10.524,8.47529,9.10942,8.1517,10.4896,9.2682,9.47992,9.11031
GNG5,52.9166,54.5105,52.9581,59.1451,55.9051,51.9797,54.5707,57.3748
SLC1A1,0.145049,0.139905,0.192972,0.118469,0.117343,0.129403,0.405011,0.0887615
MRPL24,150.612,128.302,116.279,98.0788,116.272,118.401,91.7829,99.5865
PARD3B,0.925436,0.5312,0.577085,0.282067,0.484375,0.498333,0.508832,0.508805
TICAM1,3.58695,2.89806,3.33432,2.88148,3.8515,2.84437,2.8335,2.77822
ANKFN1,0,0.0129242,0.0124777,0,0,0,0,0
PMM1,14.2495,12.1848,12.5213,12.577,14.0227,12.3793,10.9457,10.1665
USP17L27,0,0,0,0,0,0,0,0
CHMP2A,128.566,135.892,133.299,144.452,127.156,135.232,135.557,127.343
CDH16,0,0,0,0,0,0,0,0
LAP3,65.7954,70.0146,68.972,67.2628,70.4067,65.2975,72.7584,62.5149
HINT1,136.081,143.327,157.393,173.624,140.15,138.711,154.514,155.268
CSHL1,0,0,0,0,0,0,0,0
GPR110,0.0991702,0.0421593,0.23824,0.101699,0.0775204,0.0889918,0.0926792,0.0933063
PRSS54,0.105647,0.154884,0.0639174,0.0501838,0.0694655,0.0812234,0.10892,0
RPS2,3266.21,3836.25,2812.21,3403.64,3312.8,3369.71,3216.53,2975.18
CHDC2,0,0,0,0,0.0174595,0,0,0
CCDC60,0,0,0,0,0,0,0,0
TMEM30A,15.1244,14.3148,14.8349,15.4886,15.5907,14.4708,15.9208,14.4141
ABCE1,40.8916,40.072,38.5075,38.2353,37.37,36.6268,34.4784,37.4296
VRK1,22.5524,28.1474,25.5736,29.3597,27.734,30.4898,32.7032,33.7508
CDK5R2,0.0238631,0.0124833,0.024107,0.0142193,0,0,0.0459644,0.0154011
COQ3,10.0195,9.68427,9.7262,8.85001,7.82487,7.76065,8.15589,5.80214
AC007773.3,1.45597,0.237205,1.11711,1.03831,1.22024,1.10293,0.74634,0.143257
TRAPPC3L,0,0,0,0,0,0,0,0
TRIM49D1,0,0,0,0,0,0,0,0
CEACAM8,0,0,0,0,0,0,0,0
FATE1,0.0348683,0,0,0,0.495805,0.235555,0.180711,0.194743
SREBF2,28.0569,33.1293,31.2496,34.2282,32.5661,36.3944,35.9589,33.1072
C11orf91,5.50E-104,0,0,0,0,0,0,0
GINS1,14.0929,17.9882,14.4383,17.1305,16.2152,17.9235,20.2691,19.3672
HIST1H2AJ,4.13381,3.03158,5.04976,3.71006,3.65465,4.30325,2.20359,3.8165
HMCN1,0.00738623,0.00463164,0.0149558,0.00530247,0.00955152,0.0663826,0.0841439,0.33805
KIF18B,10.1886,9.37946,9.82861,8.95184,10.0375,9.07861,8.57409,8.31426
FAM13B,4.23264,4.75213,4.64659,4.29333,4.33973,4.56289,4.19594,4.4598
OC90,0,0,0,0,0,0,0,0
JAKMIP3,0.197444,0.141911,0.112375,0.201593,0.10844,0.157303,0.14745,0.148772
MS4A1,0,0,0,0,0,0,0,0
EFHB,0.163212,0.0935564,0.0963397,0.0669958,0.128098,0.0530704,0.224522,0.0615071
ATP2B3,0,0,0.0280508,0.00827906,0.0304577,0.0598058,0.0621262,0.102773
TIMM9,85.194,56.0939,63.1767,42.7853,56.8446,55.9663,47.0951,45.1179
DLL1,0.546284,0.342831,0.75465,0.391042,0.509699,0.819467,0.548897,0.658296
MPC1,30.9834,35.0414,32.639,37.1917,34.2639,35.8141,35.5089,34.6719
TFDP2,5.95562,6.58396,6.27012,5.24365,5.15475,5.02687,5.69428,4.65893
ARHGEF40,0.2338,0.173649,0.195976,0.121829,0.249383,0.29809,0.306794,0.347132
BUD13,7.78361,7.99986,6.94947,7.88122,6.97588,7.70732,6.06218,6.10593
OSER1,31.0692,27.8375,30.534,27.1476,32.1985,32.6729,27.8433,24.484
TRMU,7.34713,7.50533,6.6574,6.90523,8.06179,7.73765,7.64855,8.18047
SLC22A8,0,0,0,0,0,0,0,0
EXOC2,8.95255,9.91069,8.89738,9.8731,10.0776,11.6626,11.5128,12.2765
CHRNA4,0,0,0.00589149,0,0,0.00557155,0,0
DDX59,17.0986,13.425,15.9498,13.691,14.3151,13.7543,11.5022,11.3745
CAPN3,2.79E-54,0.0103181,2.29E-47,0.0131857,0.0325043,7.90E-38,0.0258293,0
DHRS7,39.4608,38.7247,45.9598,39.9705,37.2347,35.1782,44.6691,39.7214
ENTHD1,0,0,0,0,0,0,0,0
JMJD4,5.91904,3.94977,6.01396,4.50055,4.41355,4.39931,4.41833,3.61524
EID1,20.2361,24.4804,20.8186,22.9874,32.4591,34.4945,33.4145,40.5263
C10orf10,0.04339,0.0151358,0.0146037,0.0516592,0.0475933,0.0416138,0.0185909,0
SDR16C5,0,0.0717821,0.0865029,0.061168,0,0.0329106,0,0.088472
PIK3CA,2.61268,2.32956,2.98667,2.79282,4.56594,2.43761,2.44339,2.49758
ITGB3BP,14.7181,16.6587,18.7855,17.7581,17.0815,15.4637,18.4843,20.5319
PRPH,6.46706,4.40992,7.48865,7.88688,4.28681,3.7505,6.0939,6.04821
RBM27,10.9778,11.0833,12.4406,11.6522,12.3506,12.4921,13.2374,12.9084
RAD54L,6.95498,10.4524,9.03601,11.0562,10.2338,11.5502,9.92699,10.2176
DNAH12,0.0144651,0.0282481,0.0124423,0,0,0.0289096,0,0
RBM26,7.52061,9.32281,9.28761,9.40414,8.66992,9.00636,8.55104,8.98342
ILDR1,1.3431,1.00107,1.17217,0.667149,1.10221,0.815345,0.598514,0.416017
GAL3ST4,0.0387572,0.0596023,0.116332,0.0676202,0.0263964,0.049538,0.0995782,0.121313
C6orf47,8.43732,5.84716,6.79184,5.48038,7.41677,5.41382,5.25478,6.01402
MOB4,15.9469,23.6824,20.6997,22.9153,21.2353,21.1068,24.5826,19.7323
C15orf38-AP3S2,8.15907,7.35829,6.89867,7.63375,7.08629,7.37775,6.84804,6.35311
NANOS3,0,0.0609149,0,0.0678742,0,0,0.15157,0
OR14C36,0,0,0,0,0,0,0,0
SPP2,0,0,0,0,0,0,0,0
TMPRSS11A,0.0608034,0.0518703,0,0,0.0329324,0.0118788,0,0
CSRNP2,12.2277,8.33587,9.23319,8.59522,11.1422,9.36223,8.3203,7.3248
ZNF273,3.09056,2.94971,2.88056,2.68987,2.85354,3.78364,2.60752,2.20265
REXO1L11P,0,0,0,0,0,0,0,0
FHL1,0.107893,0.0136567,0.203244,0.0466538,0.0997817,0.306524,0.298463,0.153726
SFMBT1,6.57554,7.70296,7.15093,7.26238,7.79739,6.67439,6.71407,7.12282
ZCRB1,45.4965,45.0171,45.0638,43.1912,35.6435,35.2629,37.0769,32.8342
KCNC1,0.0120718,0.0126204,0.0213166,0.0192406,0.0397811,0.0346225,0.0615793,0.0888561
RALYL,0,0,0,0,0,0,0,0
NICN1,3.37526,3.5491,3.13088,3.26824,3.16463,3.69363,2.99109,3.49224
MRPS2,67.9069,53.5038,53.5206,44.5475,59.4653,52.8954,47.0342,48.4506
MAGEB16,0,0,0,0,0,0,0,0
CYP3A4,0,0,0,0,0,0,0,0
AGAP4,0.899162,1.14282,1.66833,1.84569,1.27949,1.15197,1.46991,0.885397
SPEM1,0,0,0,0.0467828,0,0,0,0
TRPA1,0.0104321,0.0218259,0,0.00632364,0.0114491,0.0101236,0,0.0205077
TGM4,0,0,0,0,0,0.0162125,0,0
CBWD5,26.2117,28.3042,27.7297,30.8497,28.9116,27.471,29.057,30.2308
SMCO3,0,0.0152725,0.0884099,0.0173741,0,0.0139969,0.0187594,0.0188329
DGAT2,10.8807,8.96854,12.8941,9.37204,10.7027,7.92496,10.4334,7.85362
ARX,0.244081,0.0851078,0.17472,0.121283,0.189752,0.0974095,0.22186,0.0656474
RPS11,1664.24,1580.75,1667.55,1641.59,1548.69,1521.44,1549.21,1355.37
SNX10,7.75722,8.74231,5.05518,5.81491,7.86356,7.21054,5.68989,4.63354
LAMB1,24.8551,21.77,22.333,22.7836,34.6647,35.034,34.0756,32.9695
CINP,55.0263,54.9019,52.5718,54.2791,54.8107,52.7357,46.0301,46.3822
WDR91,2.13572,1.97913,1.62499,1.73617,1.78989,1.69302,1.43294,1.32894
AFP,0,0,0,0,0,0,0,0
ZNF70,0.371942,0.374276,0.532241,0.385443,0.339042,0.382767,0.458716,0.444062
SLURP1,1.66544,1.0088,1.30524,2.06669,0.518577,0.586492,0.317755,0.608202
AC019294.1,0.0278859,0,0.0561612,0.0330298,0,0,0.252225,0.0718861
C10orf35,11.9463,8.74683,9.80836,9.30905,11.0172,11.0532,10.2369,11.0631
PM20D2,4.25891,4.31097,4.40938,4.49377,3.83253,4.07392,4.63773,3.97247
SPDYE1,0,0.0272547,0.0338433,0,0.0735143,0.0570526,0.0716656,0.00480431
ZYG11B,2.36451,2.75058,2.14915,2.26981,2.45232,2.56015,2.35563,2.19845
