Gene_ID,MDAMB436_ROSA26.KO_DMSO_rep1,MDAMB436_ROSA26.KO_DMSO_rep2,MDAMB436_ROSA26.KO_C70_rep1,MDAMB436_ROSA26.KO_C70_rep2,MDAMB436_ZBTB7A.KO_DMSO_rep1,MDAMB436_ZBTB7A.KO_DMSO_rep2,MDAMB436_ZBTB7A.KO_C70_rep1,MDAMB436_ZBTB7A.KO_C70_rep2
AC007421.1,0,0,0,0,0,0,0,0
SYDE2,0.89869,0.615311,1.02971,0.618081,0.971199,0.829591,0.981173,0.970482
LGALS12,0,0.081222,0,0,0,0,0.0368419,0
GPR119,0.0476392,0,0,0.0544237,0,0,0,0
GMFG,0.361531,0,0,0.387095,0,0,0.416861,0.789639
CEP78,12.275,12.6799,13.9035,12.6573,11.8062,13.3399,12.4526,13.3592
BCAT2,12.6183,11.8355,10.2603,10.4352,8.45557,7.82492,7.9883,8.19404
MTRF1,2.36034,2.77152,1.76113,1.85233,2.95766,2.64384,2.17292,1.40788
ARL5C,0,0,0,0,0,0,0,0
FANCB,1.94635,1.55144,1.71606,1.74293,1.93232,1.24526,1.42767,1.68061
ERBB2IP,8.31128,8.35513,8.1805,8.05253,8.41273,8.98492,7.9719,8.68634
ASAH2,6.33144,4.27521,6.80835,5.90693,5.71219,4.03985,6.86478,5.35339
AP5B1,4.46648,5.00162,5.03494,5.40236,4.70236,4.37526,4.70875,5.24588
PPDPF,83.9527,91.0103,88.7978,92.5507,61.9073,60.8415,62.4372,69.8372
CCR5,0,0,0,0,0,0,0,0
ZNF16,4.50829,3.87627,4.39892,3.67248,4.11481,3.69404,4.61288,3.73561
SEC31B,0.150343,0.113791,0.134645,0.117547,0.175142,0.141533,0.192168,0.267684
MIA2,0,0,0.202904,0.0210117,0,0,0,0
LPXN,1.79107,1.11543,3.02223,2.17108,1.7081,1.711,2.78443,2.77043
CNTNAP1,15.706,15.9475,13.145,10.6847,15.5903,15.8336,13.337,13.5801
CNIH2,1.62957,1.41869,2.86303,2.05059,2.96126,2.13464,3.92295,4.0643
KDELC1,17.5203,19.5751,15.861,18.0033,18.7629,21.541,19.3712,20.5111
KIAA1658,0,0,0,0,0,0,0,0
ARHGEF38,0.0316137,0.00864282,0.0383557,0.0183845,0.00854079,0,0.0965735,0.00892264
RNLS,1.55655,1.42835,2.27325,2.4636,1.92698,1.26155,2.40241,2.20767
PODNL1,0.0897066,0.156245,0.126142,0.0779984,0.115963,0.101158,0.445242,0.29528
LLGL1,12.7379,13.5947,11.4821,11.6354,13.7183,12.8111,12.2053,11.5127
DTX3,7.60207,8.60899,10.1646,8.81201,9.32959,8.75187,9.14693,9.77216
CDYL2,1.81612,1.90096,1.66609,1.98207,2.47704,1.94347,2.97292,3.05428
MTERFD1,7.99602,8.35595,8.11022,6.19959,7.77191,8.62246,7.0752,7.94437
CDY1,0,0,0,0,0,0,0,0
PTPN23,14.4812,13.7816,15.7399,15.8312,14.539,15.0762,16.0699,17.5038
SRXN1,29.1246,32.9865,31.3963,29.2296,29.3714,30.3481,25.9086,28.9722
ZNF492,0,0,0,0,0.0111776,0.0236295,0,0
PRKCI,8.13718,8.3118,8.085,9.40944,7.61574,9.35734,8.65421,9.76956
NPAS3,0.256067,0.247925,0.0879105,0.509654,0.413219,0.3761,0.405748,0.127617
KIAA1456,0.308312,0.768873,0.682159,0.377657,0.355848,0.834986,0.509954,0.268955
PLEKHG5,4.20634,3.27325,4.62741,5.42882,4.29656,4.18076,7.07515,5.39642
NLRP14,0.0491998,0.0537459,0.0141941,0.114217,0.0398044,0.0420959,0.0571873,0.235936
RP11-180C1.1,0,0,0,0,0,0.238862,0,0
ANKRD11,20.7244,23.368,19.2228,21.9139,23.9167,24.2147,21.7982,17.1561
CHEK2,10.8383,13.9668,17.205,17.5424,13.6506,13.7582,15.0309,18.2441
EMCN,0,0,0,0,0,0,0,0
NBPF3,2.68664,3.03842,2.48989,2.06179,2.04578,2.45213,2.09578,1.77325
HECTD4,1.73495,1.79828,1.84972,1.43848,2.06329,1.9463,1.77478,1.70078
SLC28A2,0,0,0,0,0,0,0,0
WHAMM,4.68628,4.10125,5.52908,5.49503,4.29888,4.53225,5.64802,5.18432
SPEM1,0,0,0,0,0,0,0,0
RHBDF2,14.6774,17.0116,13.5964,12.552,13.114,11.4729,11.6707,12.82
TMEM219,41.7893,42.6868,36.2957,37.7269,40.5512,39.1484,31.0065,34.5182
NBAS,8.2195,8.88614,7.46116,8.63817,7.30018,7.16981,6.73985,7.74982
CCL4L2,0,0,0,0,0,0,0,0
ZNF441,0.191277,0.297602,0.29067,0.151039,0.184783,0.218276,0.189452,0.170498
NKX2-3,0.0923636,0.0251594,0.132723,0.0266721,0.0991991,0.0263056,0.0536577,0.0780599
SMARCD1,19.4498,17.7328,19.2388,16.2558,22.6617,24.8515,20.0512,18.3778
PNPLA5,0,0,0,0,0,0,0,0
FLT3,0.0142534,0,0.0657497,0.0165301,0.0153633,0.0325136,0.0828341,0.0130303
KLHL4,0.1733,0.332988,0.243509,0.155196,0.26776,0.39303,0.266884,0.28331
NIN,7.37627,7.60023,6.46535,6.4723,8.62659,8.09483,7.16205,7.0168
DEFB4B,0,0,0,0,0,0,0,0
FOXD4L1,0.0468789,0.051074,0.0449032,0.0135352,0.0755117,0.0801044,0.00907782,0
CXXC1,25.8573,21.4854,23.9527,24.639,28.5485,27.8742,27.0451,26.2945
HPS1,12.2515,12.7999,12.4605,12.1141,10.6286,9.93789,11.677,10.8511
HN1L,92.0223,99.8272,91.0806,80.7096,103.041,103.198,86.2379,104.301
BTBD11,0.279243,0.187551,0.719746,0.620108,0.234124,0.245084,0.41263,0.528209
ODAM,0,0,0,0,0,0,0,0
SLC6A7,0,0,0.0411953,0,0.0641812,0.0407211,0.0414882,0
SIGLEC7,0,0,0,0,0,0,0,0
OXT,0,0,0,0,0,0,0,0
SCN8A,1.86277,2.24015,1.4835,1.68057,1.51865,1.38373,0.985709,1.22443
ZNF341,1.07782,1.51002,1.09415,1.22387,0.956684,1.28678,1.14652,1.10922
NRBF2,16.7607,17.0781,18.7664,18.3196,15.4907,15.7369,16.6159,17.531
CLEC2D,0.735487,1.21064,0.665614,0.899182,0.42007,1.88264,1.1957,0.716406
RPL22,420.182,419.059,414.587,452.255,438.956,406.666,374.151,376.841
SPG20,19.2081,20.1471,19.8155,20.7075,18.5065,19.0151,18.0744,19.8084
HSD3B2,0,0,0,0,0,0,0,0
KMT2A,4.80264,5.98683,4.30267,4.69782,5.54132,5.63834,6.21868,4.56566
CCNJL,4.51825,4.39337,3.22947,3.21484,4.56318,5.60542,5.78381,4.14976
ARIH2,42.2538,39.8684,41.6835,46.2099,48.107,45.2761,44.5749,49.2365
DNER,43.1036,42.9126,28.9351,26.8666,28.4493,27.0347,25.1177,21.4729
YKT6,41.3482,48.0995,43.1119,46.3947,50.4289,51.6289,51.2935,44.9498
HOXA4,2.14957,2.54091,2.64552,3.66127,2.47995,2.80065,3.15426,2.41845
STARD7,61.2781,60.0726,65.272,60.4855,64.7873,65.6676,60.4278,59.2262
H2BFWT,0,0,0,0,0,0,0,0
C10orf32,3.23959,2.49516,3.39761,2.80845,3.0157,2.40078,2.82813,3.81155
TSPY10,0,0,0,0,0,0,0,0
SLC25A44,12.3643,14.5273,12.2355,13.5613,12.6443,12.3572,10.956,10.6812
RIIAD1,0,0,0,0,0,0,0.355164,0.337282
FAM167A,5.395,5.10837,4.27014,3.54062,4.33647,3.6395,3.59331,3.74392
KMO,0.364626,0.573327,0.32862,0.733289,0.316836,0.537646,0.413299,0.481592
SALL4,0.17941,0.19979,0.487149,0.551313,0.179625,0.277672,0.577382,0.627508
AMN,0,0,0.0593885,0,0,0,0,0
CKS2,357.818,383.48,442.745,455.971,364.528,343.42,390.171,402.511
ATP1B3,35.84,39.9512,40.1997,41.8531,43.7977,39.6118,43.2511,41.2882
TNP2,0,0,0,0,0,0,0,0
ECHDC1,84.5951,76.9113,74.9028,73.2813,79.8482,79.1908,77.5945,76.9908
SCG5,2.31341,3.08838,3.39439,2.33217,1.81959,1.86387,2.61178,2.66015
CD207,0.13268,0.0866675,0.24374,0.0612074,0.369981,0.0906503,0.369931,0.179336
AEN,19.0713,16.5404,26.5433,24.2296,21.6208,17.4937,21.9085,21.6981
ERG,0.0750169,0.0360756,0.150211,0.0872108,0.0853338,0.0735376,0.0750589,0.149187
NAT6,4.70052,3.40631,4.03859,3.44292,2.98195,2.67912,3.76033,4.43796
RTN4RL2,0.0869437,0.284319,0.299988,0.636082,0.163501,0.324088,0.227306,0.392023
PRG4,0.228393,0.17455,0.35733,0.750589,0.294335,0.14597,0.175804,0.234826
PLG,0,0,0,0,0,0,0,0
KIF4A,25.8164,24.7149,25.6667,25.0346,24.6239,23.8382,24.1985,24.275
AL021546.6,0.751409,0.350221,0.44997,1.40E-07,2.40E-06,1.46E-06,0.38185,1.38E-06
LOX,0.628134,0.501181,0.941644,0.819201,0.568581,0.697564,1.07559,1.14987
RNASE2,0,0,0,0,0,0,0,0
ANKRD33,0,0,0,0,0,0,0,0
CLLU1,0,0,0,0,0,0,0,0
HSF2BP,0.708003,0.890007,0.567079,0.749521,0.650994,0.693966,1.00779,0.882351
ADAM19,1.78036,1.97118,1.32073,1.59979,2.04927,2.25102,1.28886,1.25573
C16orf58,15.2917,18.5247,16.8819,17.6131,17.7311,18.2699,16.2317,17.9587
NAB2,5.57325,6.48317,8.18194,9.36561,7.85955,6.79228,8.44987,9.44546
AADAT,1.98131,1.92726,3.17669,2.46804,1.94003,1.72782,2.53347,3.16357
HGD,0.0486586,0.126279,0.139829,0.245963,0.0522334,0,0.141332,0.164481
AL354808.2,0,0,0,0,0,0,0,0
PPP6R1,48.2037,46.9008,49.4318,52.0135,48.1854,47.4431,50.3705,49.7512
USE1,24.6031,29.9518,35.1966,31.1529,28.6652,31.7389,31.0763,32.4636
NR3C2,0.255969,0.350245,0.353068,0.324669,0.133738,0.184874,0.228312,0.170214
KRTAP19-5,0,0,0,0,0,0,0,0
PIF1,5.06413,5.10578,5.66115,5.81256,4.71501,4.70237,5.04977,4.1985
USP30,1.98449,2.29146,1.25029,2.09543,1.52719,1.77631,3.29593,1.4577
MIPOL1,3.62884,2.84754,3.00973,1.7789,2.4584,3.43858,2.07343,2.03143
KLHL40,0,0.0405606,0,0,0,0,0,0
DDX5,181.183,154.999,150.09,159.483,169.1,160.912,162.053,142.821
XAF1,0.200336,0.217991,0.298528,0.293168,0.370389,0.289673,0.946286,0.399252
TM4SF20,0,0,0,0,0.022253,0,0,0
MTG1,22.0011,21.3607,20.8051,20.245,26.329,24.1699,25.6543,26.2773
EIF4E,49.9406,49.8325,47.9282,52.1196,50.6413,48.5358,45.4478,48.318
GDA,1.93371,1.15288,0.887225,0.815753,1.10599,1.35521,1.28977,0.966528
ZNF267,3.43084,3.84074,4.16776,3.98405,3.13077,3.35916,3.97771,5.21645
EXOSC9,24.5808,25.3974,26.0929,25.6843,26.7185,24.9007,24.4143,23.9052
OR8H1,0,0,0,0,0,0,0,0
NBPF15,12.8717,12.1575,13.108,12.7573,12.6041,11.7571,12.3455,11.9721
PPP1R32,0.377659,0.236519,0.241231,0.216485,0.14518,0.429241,0.359591,0.820279
PPP2R2D,24.8802,24.9704,19.9677,20.8776,21.6704,23.6114,20.1061,22.4337
LRRC34,2.06201,1.71776,2.5345,3.83616,1.40848,1.62904,2.78544,2.23577
PABPC4,172.498,161.856,167.549,167.737,167.943,169.945,151.853,152.943
SFT2D3,1.22272,1.51466,1.27561,1.22513,1.38788,1.37529,1.32499,1.19259
CAPZB,124.516,119.38,113.74,122.574,122.547,137.37,111.495,118.263
SIGLEC12,0,0,0,0,0,0,0,0
ZNF286B,0.378549,1.11147,0.57888,0.990167,0.665176,0.671475,0.751272,1.01251
ALOXE3,0.348001,0.438563,1.09721,1.00854,0.533978,0.381683,0.948974,1.16274
KATNA1,22.155,23.1065,20.8845,20.3607,21.9858,19.2337,19.0582,20.9061
DPY19L2,0.99026,0.650955,0.689035,0.603827,0.565811,0.387729,1.02687,0.362273
IGSF9B,0.341798,0.350824,1.00028,0.419582,0.4975,0.266472,0.598808,0.778465
TXNL1,31.2226,29.5908,30.38,35.5578,28.7262,26.535,28.7641,28.7616
SPATA24,11.7574,11.4755,10.387,10.2561,8.69944,6.49855,9.81235,9.38145
SLC22A4,2.32825,2.2056,2.35242,2.36402,2.54867,2.33054,2.14906,1.76569
LRPPRC,76.5941,78.3198,77.2446,83.4702,74.9772,77.6705,76.0822,73.9948
GBX2,1.06002,1.18806,1.25353,1.23347,0.561194,1.30453,1.11767,1.95798
POLR3E,17.1871,15.392,17.6625,16.0008,17.5694,19.7156,18.6875,19.2619
IQSEC1,13.0063,14.16,14.819,13.0238,15.3532,16.0454,16.2076,16.0311
COA3,30.5478,29.0647,31.161,30.9946,34.0634,30.8393,32.6497,35.6049
FKRP,5.49322,3.96138,5.66639,3.9219,4.25597,5.01215,4.49446,4.69475
PLAG1,0.827257,0.827647,0.841171,0.785762,0.689794,0.609853,0.857589,0.526359
EBF4,1.08493,1.56945,1.27865,2.06921,2.10015,2.18501,2.20696,2.67444
12-Sep,0,0.107861,0,0.0412699,0,0,0,0
PRSS50,0.0427918,0,0.0534523,0.19663,0.136401,0.145876,0.053893,0.192414
PHOSPHO1,0.235506,0.0834278,0,0.161929,0.0237373,0.0625209,0.0377692,0.0927658
CLEC10A,0,0,0,0,0,0,0,0
KRT80,15.3882,16.0249,12.8469,13.329,12.6995,13.1058,11.4578,11.5215
PAK6,1.22394,0.616545,1.49692,1.65531,0.760194,1.05558,2.67229,2.89285
TSSK6,0.256581,0.331298,0.612692,0.611302,0.400839,0.233574,0.45457,0.441085
C17orf96,1.21901,0.994503,1.72906,1.82016,0.740099,0.990832,1.93796,1.69131
AMOTL1,2.22522,2.37314,2.8334,2.65195,2.74149,2.32291,3.31959,3.39806
RNF138,19.6174,23.9804,15.9287,18.8974,24.6568,20.7496,23.5031,20.612
PRPF39,6.83448,5.99193,8.41219,7.4941,8.57903,7.1206,7.45954,7.14856
MRPL51,114.151,99.1706,108.887,98.5733,108.317,107.948,98.3454,99.9132
TMEM97,5.96226,6.17812,8.26728,8.73826,5.68817,6.14406,8.37794,6.75104
ATAT1,1.78262,1.80162,2.29747,1.86101,1.74518,2.26998,2.03639,1.39877
MED7,7.89541,5.33142,8.2511,7.68346,7.6052,7.27131,8.32531,7.80325
BBS5,2.56621,2.39583,2.7811,2.05392,1.71228,1.50122,2.17472,1.96942
CHRDL2,0.676835,0,0,0,0,0.0524978,0,0
HNRNPD,140.107,135.123,138.725,141.02,146.609,130.281,138.453,130.108
TVP23B,17.0875,18.7796,17.7393,20.1569,17.4206,18.0278,18.984,18.9955
APOOL,12.8021,14.2571,13.0325,11.8322,12.1179,17.1018,14.7127,14.439
TMX4,2.87722,2.83621,2.55712,2.02487,2.56333,2.43778,2.14403,2.12923
USP40,7.82924,8.97878,6.24581,7.61829,7.20221,7.76084,5.48619,6.43709
KRTAP1-3,0,0,0,0,0,0,0,0
ADAM8,0.701936,1.232,1.46314,1.21079,1.20186,1.22225,2.59369,2.61417
OR6C3,0,0,0,0,0,0,0,0
MAGEB4,0,0,0,0,0,0,0,0
PRSS57,0,0,0,0,0,0,0,0
TINAGL1,3.07429,3.90839,9.14852,12.5961,2.67551,3.15904,8.09692,10.3101
RTN4IP1,5.73972,5.19174,6.58155,5.58459,4.7087,5.02004,4.80873,4.42146
DNAJC24,4.4054,5.19363,4.63253,4.4782,3.49118,5.23364,3.94827,4.5496
COG6,10.3982,12.9595,10.0548,13.4029,9.91645,10.5606,9.66127,10.7104
ZNF430,2.7416,3.59219,5.41053,4.79929,2.16927,3.20553,3.58562,4.21027
TBC1D26,0,0,0.0609748,0,0.0349056,0,0,0
SAR1B,17.0929,21.3939,19.8898,24.8412,17.082,18.8938,20.1851,22.7875
FAM163B,0.322579,0,0.355884,0,0.165386,0.72334,0.373116,0.357641
ACADM,38.4676,39.5495,43.3773,40.5777,43.259,45.7415,45.5492,46.4077
MFSD6L,0.107009,0.0699851,0.0492352,0.0742196,0.253015,0.0243867,0.124339,0.0482432
SPDYE2,0.343114,0.240423,0.224982,0.21664,0.37305,0.206136,0.286345,0.502934
USP17L24,0,0,0,0,0,0,0,0
CT47A10,0,0,0,0,0,0,0,0
NFE2L1,62.8628,61.4886,71.3834,59.9411,59.7598,64.6258,64.8504,66.7154
ABCA13,0.0389927,0.0320223,0.0229202,0.0340444,0.0421458,0.00273893,0.045407,0.0109588
LPO,0,0.0188701,0.0176729,0,0,0,0,0
SRGN,1.54475,0.912887,2.02776,1.17693,0.846552,1.27594,0.489061,2.99792
PELO,11.518,12.6717,13.6462,13.7864,13.4237,12.4493,14.2957,14.9844
CREBRF,2.8296,4.66106,4.98999,3.82521,2.97905,3.92471,4.8361,3.53836
NOL10,34.2559,31.9495,33.4456,32.7241,30.5408,33.6485,36.9473,33.3127
CYP8B1,0,0,0,0,0,0,0,0
PRDM1,0.134097,0.17437,0.374368,0.2493,0.214056,0.142582,0.232745,0.236491
OR13C9,0,0,0,0,0,0,0,0
MAGEC1,0.82918,0.359818,0.960675,0.777029,0.924799,1.08547,1.29157,1.19602
RP11-293M10.1,0,0,0,0,0,0,0,0
USP17L2,0.0258066,0,0,0,0,0,0.0599622,0
DBX2,0,0,0,0,0,0,0,0
DR1,14.9502,13.7062,15.3912,16.2812,14.2339,15.1215,14.8738,16.2357
PLEKHG4B,5.01234,4.13829,3.85331,4.5569,4.35147,4.53802,5.01191,5.14693
BFSP1,0.517169,0.247824,0.729495,0.678094,0.479619,0.922692,1.25638,0.768159
C4orf22,0,0,0,0,0.206405,0,0,0
USP49,2.09211,1.48899,1.63209,1.23359,2.78473,2.42859,3.20222,4.94559
MAPK1,18.455,22.9198,20.2265,18.7511,18.4174,19.1959,18.0521,20.7011
SCN4B,0,0.0746467,0.0225368,0.0453489,0.0210693,0.0222666,0.0793855,0
TMCC1,8.56354,5.11308,4.2905,5.55396,5.82534,9.78842,1.85129,6.47262
SLCO2B1,3.36617,4.33052,1.93642,1.24633,2.51076,5.13234,1.55641,1.14321
ZFYVE26,0.0605874,0.0850726,0.182064,0.0554589,0.0706486,0.0727592,0.0404457,0.108808
OR1J1,0,0,0,0,0,0.0682693,0.139731,0.0675445
CDKL4,0,0,0,0,0,0,0.176945,0.118793
RP11-201K10.3,2.37606,1.45463,3.48009,3.13688,2.32995,3.25036,2.93149,3.78506
DBN1,89.5591,84.0006,97.0023,86.3004,136.969,124.593,121.42,118.461
LATS2,6.94771,5.80117,6.52898,6.96609,6.85633,7.76492,8.17728,9.63696
INSRR,0.0169802,0,0.00981085,0.0197439,0.00917258,0.00969043,0.0197397,0.0670899
LEPREL1,1.35764,2.08928,2.14619,1.62949,1.69355,1.78119,1.43403,1.63613
DSG3,0.00779508,0,0,0,0,0,0.00906214,0
TRIM48,0,0,0.0420093,0,0,0,0,0
ENO2,59.2254,61.0903,70.1778,75.2549,54.7303,58.6887,77.4533,77.9933
C4A,0.58532,0.435953,0.264601,0.295511,0.499053,0.414503,0.238609,0.316382
BIRC7,0,0,0,0,0,0.0479613,0,0
SCARB1,53.783,63.3363,55.4701,64.3878,52.7723,60.7221,51.7719,48.7613
CCL21,0,0,0,0,0,0,0,0
OR10W1,0,0,0,0,0,0,0,0
FBXO4,2.87199,2.23627,3.89856,3.52327,2.47563,3.10034,2.58239,2.82947
AGPS,7.48061,11.905,8.98781,13.3361,9.85239,11.9882,10.4388,8.90787
CHRDL1,3.69669,3.51429,4.7044,4.63277,6.37571,6.67541,10.4229,9.39692
ZFYVE27,5.8451,6.62038,5.75179,5.4728,5.69615,6.4158,5.83031,5.8004
TMEM213,0,0,0,1.4009,0.262423,0.289033,0,0
DNASE2,22.4948,24.0786,28.7696,27.8172,20.6366,19.5021,25.3918,24.1072
AC010368.2,0,0,0,0,0,0,0,0
DNLZ,11.9104,11.624,13.9706,12.8444,12.7777,14.9021,14.6395,10.7253
AP2B1,37.2837,39.4096,34.9138,35.133,38.8582,39.8176,37.9898,38.0145
FOPNL,34.052,28.304,29.4719,25.335,22.0304,29.0864,29.0869,30.8058
RP11-219B4.5,0,0,0,0,0,0,0,0
FEM1A,6.43962,7.11159,6.59406,6.37855,6.74941,6.20163,6.78775,5.84731
ST14,1.73205,1.57432,1.80889,2.17157,1.3636,1.64415,1.4842,1.85442
HINT3,14.1866,16.2062,13.9451,14.7199,11.5374,12.1594,11.4093,12.5412
LMTK3,0.0436311,0.124035,0.0604978,0.0507273,0.00942408,0.0298775,0.0811564,0.0788065
GGA3,8.90524,6.87537,9.54029,8.40247,8.64717,8.1075,7.24101,9.50471
FAM118B,5.09252,5.73023,5.51193,3.92447,4.66272,5.79779,5.78189,4.77061
PCDHGA9,0.249336,0.420897,0.205607,0.276229,0.385968,0.347052,0.401648,0.201393
UBBP4,2.07029,2.22461,1.61583,1.42266,1.48836,1.73821,1.81879,1.78639
SLC25A27,2.25419,0.335053,2.4664,0.523558,1.19664,1.19643,0.303899,1.1811
ACSBG1,1.96786,1.70443,1.92596,1.85232,2.25829,2.0089,1.56946,2.1082
PRTFDC1,19.3339,12.7982,37.5803,30.1853,19.7641,22.3323,45.2685,41.8546
PAF1,16.123,14.9647,14.3053,15.2471,17.4035,18.1853,16.0643,16.2182
FAM196B,0.502114,0.631176,1.14013,0.617335,0.42624,0.347032,0.583568,0.394733
EPC2,6.93321,7.21933,7.33504,6.89891,9.11599,5.58727,6.13795,6.76036
CTC-454I21.3,0,1.83E-29,0,0,0,1.26E-94,2.12E-42,2.05E-106
ADAM2,0,0,0,0,0,0,0,0
ATAD2B,1.06887,1.19407,1.17013,1.39731,1.40426,1.42991,1.28804,1.4884
LYRM4,12.8551,11.1773,10.4311,12.627,11.7516,13.7248,8.48633,11.2047
KANK4,4.50647,4.43353,3.24232,4.09385,4.86662,5.78712,4.79942,4.60442
SPEF2,10.2018,10.7161,8.47543,9.24726,8.38141,7.59677,7.4481,9.22421
TUBD1,3.05994,3.65759,3.49634,3.35709,3.21323,3.23783,3.11824,2.89838
GOLGB1,10.9633,11.5015,11.2514,11.507,20.1774,12.4741,15.0441,10.2041
SGIP1,0,0,0,0,0.0131951,0,0,0
MPZL2,0.393703,0.637837,0.850935,0.568645,0.205765,0.514802,0.294206,0.520429
PEX5,30.0569,32.932,27.0394,29.7303,29.5407,31.7242,30.1115,29.124
LRRC3,1.73813,1.87575,2.1717,2.1617,1.45242,2.21315,2.19175,1.68869
SPINT2,9.05117,6.70499,8.85788,9.10349,6.87673,7.50195,12.6979,8.66912
HNRNPH3,113.25,104.561,114.826,120.453,113.123,113.731,112.568,109.353
SNX5,17.552,15.0251,15.5867,15.0526,16.2799,16.9287,15.5988,13.2206
CTD-3214H19.16,1.86E-06,2.34E-06,6.52E-06,2.90E-06,3.77E-06,3.72E-06,5.17E-06,5.75E-06
AGAP9,2.46847,1.78305,1.90416,1.87327,1.9853,1.88424,1.83982,2.13503
KRT38,0.0405468,0,0.023329,0,0.0435972,0.0462086,0,0
EMC4,125.763,121.101,123.288,122.633,129.066,122.132,126.394,129.503
DCPS,10.1515,10.1958,10.2728,9.28695,8.29759,8.83167,7.03218,8.97694
CD247,0,0,0,0,0,0.0363549,0,0
TRIM9,0.199455,0.226288,0.177496,0.388931,0.343851,0.240452,0.186969,0.434088
UBN2,1.63522,3.40581,2.34464,2.30383,3.26157,2.42025,1.74269,1.92494
POU3F3,0.0612333,0.153025,0.0909675,0.050851,0.00944981,0.0199681,0.101691,0.029624
PRSS56,0.0222879,0.0485781,0.0512575,0.206031,0.215506,0.228541,0.880484,1.15541
GDF7,0.0211579,0,0.0122156,0.0368674,0.0114197,0.0120713,0.0491889,0.0119393
SOGA3,0.478902,0.405982,0.632516,0.777368,0.637547,0.771914,0.771173,0.677795
SUMF1,7.55481,9.88285,8.90865,10.5229,10.8204,12.2907,10.2697,13.0389
ALX4,0.649938,0.915075,0.95858,1.07762,0.492541,0.511673,0.842442,0.851874
EML6,0.592367,0.53188,0.468621,0.636793,0.744954,0.76892,0.6122,0.606096
ZNF345,0.210328,0.158618,0.502457,0.761076,0.13729,0.332684,0.201999,0.316129
PDIA5,24.4163,25.7574,25.1524,24.7175,24.0595,24.7573,28.2246,29.7187
NPIPB8,0.131521,0.295884,0.115042,0.180441,0.156543,0.191615,0.377678,0.176544
MYRIP,0.28343,0.335313,0.302038,0.230917,0.238026,0.238383,0.190773,0.269072
PFDN1,89.3735,82.9539,104.611,80.742,110.265,86.9643,93.6705,100.357
AKAP5,0.125852,0.122254,0.0912242,0.053557,0.248784,0.29293,0.175792,0.237559
WDR45,24.6047,24.6193,31.7792,32.0682,30.8211,27.8871,39.1558,37.4443
HSD3B1,0,0,0,0,0,0,0,0
CNBD2,0.0293295,0.127642,0.121867,0.101355,0.0807098,0.100161,0.0340696,0.0660508
SSTR4,0,0,0,0,0,0,0,0
MSANTD2,1.34184,1.75005,1.96306,1.60768,1.528,2.03606,1.81478,1.611
CD1C,0,0,0,0,0,0,0,0
RQCD1,28.9861,28.9758,29.3623,28.2403,26.6555,27.8453,29.2416,29.8047
HIGD2A,192.905,193.135,165.849,186.435,207.184,212.606,195.97,194.647
RBM4B,7.6155,9.07821,7.89936,7.86908,8.95055,9.9031,8.42964,9.07944
CTB-78H18.1,0,0,0,0,0,0,0,0
STOM,2.72621,2.81337,4.89175,4.52602,1.96939,1.4979,3.84182,4.47322
FBXO5,13.1063,12.1809,14.3522,15.6603,12.4257,11.7913,15.3057,14.9063
ULBP1,1.44375,1.38719,2.09766,2.04254,1.36932,1.18555,2.24853,2.44294
USP17L22,0,0,0,0,0,0,0,0
VANGL2,3.41945,3.52705,2.97099,3.23875,6.77843,7.10495,6.70996,7.83019
RGS16,0.581905,0.676899,0.982401,1.32411,0.500724,0.685343,1.05938,1.1371
ZNF283,0.926403,1.15879,1.41784,1.1259,1.02628,3.06856,2.06579,1.0196
FXYD3,2.46287,4.5997,4.06993,3.24252,2.33762,2.29556,5.03924,4.58016
SERF1B,14.3198,17.516,13.0608,11.714,19.7421,18.7992,15.5804,14.9943
MEOX1,0.113188,0.111962,0.474133,0.830215,0.209496,0.261464,0.35928,0.833486
TRIB2,2.93537,2.38751,2.7926,2.38697,3.80874,2.92893,2.44617,3.65498
RNPC3,2.96797,2.72196,4.11193,3.75483,4.43111,2.30784,3.69074,2.11352
PAGE4,0,0,0,0,0,0,0,0
DIS3,13.1452,12.8119,14.9501,13.9463,14.1309,11.9041,13.6121,13.0755
OR6C75,0,0,0,0,0,0,0,0
FSCN2,0.06409,0,0.0383543,0.265067,0,0.0348242,0.0355415,0.0376888
AP003774.4,0,0.0221044,0.046658,0.0703424,0,0.0231043,0.0235577,0.022853
C8orf48,0.918015,0.837478,1.21827,1.34899,1.56888,1.04398,2.1748,1.28059
CAMP,0,0,0,0,0,0,0,0
LRRN3,0.0271971,0,0.0463185,0.0444158,0.158461,0,0.0444472,0.0661607
KLHL23,6.1258,6.95892,6.89136,5.99681,6.9383,7.28691,7.73832,7.301
FLJ20373,1.76E-17,6.66E-33,1.81E-64,2.64E-10,5.43E-07,2.02E-14,9.66E-22,4.26E-26
PLA2G2F,0,0,0,0,0,0,0,0
FAT3,0.0115615,0.023396,0.00618767,0.00259622,0.0410406,0.01272,0.0155374,0.0396186
SLC28A1,0,0,0,0,0,0,0,0.047551
SPERT,0,0.190658,0.205337,0,0,0,0,0
KCTD7,7.89687,8.57379,8.25842,7.62217,8.50217,8.18728,9.28493,7.78124
SYNC,7.53419,8.15204,7.79904,8.55343,9.92631,8.82959,9.39543,9.78904
TWF1,27.4071,26.8712,27.2974,27.1859,26.849,29.6688,25.0136,25.68
