Gene_ID,T47D_ROSA26.KO_DMSO_rep1,T47D_ROSA26.KO_DMSO_rep2,T47D_ROSA26.KO_C70_rep1,T47D_ROSA26.KO_C70_rep2,T47D_ZBTB7A.KO_DMSO_rep1,T47D_ZBTB7A.KO_DMSO_rep2,T47D_ZBTB7A.KO_C70_rep1,T47D_ZBTB7A.KO_C70_rep2
ERO1L,11.0033,13.0487,6.48074,11.6662,10.2479,8.48085,9.18767,9.70478
CTD-3148I10.1,0.427533,0.434664,0.485206,1.04935,0.695125,0.929938,3.10054,1.55411
FGF3,0,0,0,0,0,0,0,0
SNRPB2,53.8249,56.8718,174.484,53.261,57.9193,52.3556,56.9562,60.3292
SMOC2,0,0,0.0169323,0.0141182,0,0,0,0
TSPAN5,1.26277,0.412178,0.396976,0.958245,0.365827,0.456362,0.566757,0.984209
PPIL1,20.4439,22.806,11.6268,22.0391,19.8577,23.8772,17.8538,21.1505
BTBD9,4.17225,3.59517,0.384157,3.2522,3.69277,2.34034,2.727,2.58965
LRWD1,9.1998,12.8743,12.8907,9.88907,11.419,12.3276,10.1431,8.68575
AC009065.1,8.798,7.34227,3.0026,7.54537,11.0984,6.21502,5.76414,8.63239
AP001468.1,0.294556,0.945115,0.190176,0.597261,0.700957,1.14431,0.621919,1.20116
DSCAML1,2.52988,2.66877,0.638662,2.61135,1.53577,4.08587,1.34966,1.9575
PIGX,39.1405,46.6308,54.8766,43.0565,42.2937,36.9526,45.0358,44.808
PLIN1,0.04516,0.0487321,0.362912,0.0153232,0.0831581,0.0932129,0.0741323,0.067502
ARV1,23.7466,24.2684,17.0946,22.6372,26.6409,20.5179,23.8788,24.2859
AHSP,0,0,0,0,0,0,0,0
MT-ND4L,3527.62,3135.97,738.335,3240.38,3589.16,3296.13,4445.32,3140.78
RIPK2,15.782,13.6877,7.55825,12.2474,13.0223,13.2395,12.3179,11.5079
PRPS2,28.8806,35.3791,9.05058,30.3974,25.463,40.1767,23.6314,25.2997
CEACAM21,0.199678,0,0,0.0591549,0,0,0,0
IFRG15,7.22772,5.66041,2.52986,6.46356,3.32854,5.28057,8.06524,7.47612
AC004381.6,15.9845,13.5891,8.44052,9.0488,14.2931,13.9417,9.73292,10.8653
DKK1,3.67762,3.36863,3.30422,2.57623,2.26898,2.72443,2.03746,2.00682
KIAA0825,0.487839,0.215959,0.438274,0.380037,0.384696,0.223227,0.501381,0.43554
CAND1,20.4587,23.0182,15.1924,23.5576,23.9249,21.6614,21.5831,24.5551
DEFB110,0,0,0,0,0,0,0,0
OPHN1,2.62777,1.62706,0.303055,1.30305,3.02533,2.52229,2.42839,1.53537
TMEM135,31.4435,34.9701,6.64106,34.9708,29.9312,29.6652,33.0294,34.0841
SUN5,0,0,0,0,0,0,0,0
HDAC3,30.9932,35.4321,24.9731,30.5767,31.7856,30.9958,26.5777,28.5375
IGSF9,7.09459,7.72191,5.11874,8.8001,7.39728,7.78827,8.2586,7.55015
CYP2C9,0,0,0.0308951,0,0,0,0,0
CCDC67,0,0,0.095028,0,0.0630164,0,0,0
VARS2,15.3477,18.3823,4.05109,11.2941,15.3634,16.6246,9.9887,10.649
PHF3,12.3678,10.2333,3.19194,10.4618,10.9405,8.49901,10.0886,10.2348
AC007952.1,0,0,0,0,0,0,0,0
SWAP70,6.09286,7.25137,4.09627,7.90842,7.08569,7.62713,7.15515,8.17835
BTRC,12.9439,11.1132,1.24259,8.59289,15.3201,17.4201,13.4947,13.1067
ATP5L,88.4577,95.5953,324.815,97.6579,99.2709,105.161,104.619,100.766
IMPA2,19.3926,18.0825,13.1632,16.0679,18.6531,18.6103,16.6411,16.4537
DHODH,6.47721,9.75264,4.38562,7.02825,5.7131,10.2908,4.7986,7.83305
PTTG1,270.155,321.647,699.666,261.879,254.135,270.651,221.187,232.628
CCNB1IP1,17.3036,11.3733,8.2487,9.33862,13.7888,8.62461,10.3141,7.19024
P2RX4,18.4877,15.7287,13.2265,14.6548,15.2845,14.7628,17.1674,15.1063
ARAF,46.7864,43.0831,22.3877,37.7645,48.1622,43.1302,42.7643,39.3654
DDX53,0,0,0,0,0,0,0,0
ZDHHC5,31.3772,35.0079,8.91481,39.5616,33.052,32.6132,32.6152,37.6601
TNPO1,23.5127,33.6342,7.19751,33.1011,21.4413,28.888,22.3581,32.073
SEPW1,99.9897,93.2572,211.793,94.1381,87.6565,98.7323,93.8575,93.8567
DNAJC19,49.0471,52.9035,104.015,50.6054,44.4975,49.4691,45.727,48.5428
VDAC3,123.628,157.076,99.8561,161.291,138.062,142.906,155.991,189.578
ABCC6,8.11878,7.5087,5.03615,7.84872,10.2522,8.67899,11.7714,9.50189
VANGL2,0.0461754,0.0414923,0.0757456,0.0235225,0.0934729,0.0382526,0.189298,0.129192
EIF1AY,0,0,0,0,0,0,0,0
TSC22D4,11.6962,10.1339,11.4955,11.194,15.7879,13.946,12.9193,12.114
SLC6A14,0.156511,0.0297866,0.158296,0.103169,0.0609999,0.125754,0.249153,0.278287
LRP8,5.2104,7.59916,0.86228,6.90695,6.0486,7.34098,5.89147,6.89717
HHLA1,0,0,0,0,0,0,0,0
BCAS4,32.7988,56.9214,33.8168,37.1757,41.7684,53.017,32.6717,52.4589
EIF1AX,56.4203,70.4869,59.0653,64.8501,50.5439,56.4143,45.3057,74.2814
C16orf47,0,0,0,0,0,0,0,0
DISP1,1.70518,1.01371,0.299479,1.28155,2.77815,1.8378,4.16342,1.99974
ZNF564,1.99016,1.6808,2.4464,1.83008,1.52592,1.44791,1.76442,1.38181
BEX4,3.37291,1.90923,1.33742,2.61439,3.69503,2.38519,2.56777,3.71337
AC005008.2,0,0,0,0,0,0,0,0
RTFDC1,93.9619,85.0189,61.7435,83.9535,92.2384,88.0927,83.3345,84.5876
FGF16,0,0,0,0,0,0,0,0
NDNF,0.106013,0.0653716,0.0369449,0.030845,0,0.0187539,0.0559359,0.135821
CCDC23,7.2905,10.1463,18.0252,10.1186,12.3901,8.03161,8.77041,9.39278
GSDMB,3.48788,1.6504,2.54202,1.99891,3.95484,2.86961,2.92905,3.05021
HAP1,0.707702,0.480246,0.739099,0.858062,0.509965,0.494417,1.00639,1.88129
NEURL4,4.20995,5.15022,2.22472,5.05856,4.97138,5.5178,3.88835,5.50192
SBK3,0,0,0,0,0,0,0,0
AC109583.1,0,0,0,0,0,0,0,0
AC079354.2,0,0,0,0,0,0,0,0
HES5,0,0,0,0,0,0,0,0
LPCAT4,12.3996,8.69854,7.70289,8.42543,11.5143,7.10816,9.89805,5.49116
SLC36A1,2.36704,3.60185,0.585361,2.82357,2.32882,3.09317,2.38281,2.98513
LASP1,68.13,73.9696,24.2384,85.1533,68.7782,80.4863,81.5651,78.0434
EIF4EBP3,0.27844,3.41514e-216,6.05056,0.178747,0,1.52963e-226,4.88945e-201,0
MAP4,30.09,26.7034,7.5156,27.6457,27.2429,21.5557,31.0604,24.2252
SNCAIP,0.392538,0.410609,0.029376,0.0847432,0.827258,0.531262,0.964037,0.274784
DDX3X,59.8654,73.879,13.4609,75.0816,68.4431,73.4884,69.0465,79.5982
CARHSP1,35.8741,43.4065,46.7378,43.8297,49.3737,53.7463,43.8105,44.188
CTF1,2.01495,1.45166,2.32506,2.46476,1.94579,1.83226,2.88183,1.24794
CTAG1A,0.0963423,0,0.215008,0.195214,0.0535437,0.114974,0.109908,0.110006
SLC35C1,5.62721,5.37901,2.26174,5.67468,6.23326,5.57516,4.39423,6.02229
TMEM132B,0.0672012,0.00392179,0.00449767,0.022913,0,0,0.0277428,0
USF1,23.5645,23.4691,17.4213,22.4131,23.0306,24.2778,21.8739,22.4539
IL10,0,0,0,0,0,0,0,0
WFS1,16.5071,18.7794,7.3539,21.037,18.7125,22.1043,18.9127,18.7373
MAGEA4,1.5976,0.927632,0.936163,1.13471,0.94247,0.750557,0.538247,1.23442
AGPS,0.0648022,0.0111688,0.0958781,0.058065,0.0400311,0.0708914,0.0927435,0.0695295
ABHD10,19.8943,20.2391,8.2638,15.9994,18.8198,19.2911,18.6832,15.5785
DNAJC10,7.789,8.22058,1.62997,8.56748,9.53602,9.329,9.67506,8.91952
SMIM3,4.16286e-06,4.12875e-06,5.36914e-06,4.01378e-06,4.46054e-06,5.62581e-06,5.09809e-06,4.61403e-06
USP28,8.99533,10.6503,2.9311,10.0827,9.03574,9.27679,8.57292,9.03992
DROSHA,27.4343,31.15,4.91421,26.0632,27.4008,25.9271,24.6647,22.8426
IL2,0,0,0,0,0,0,0,0
CRYGB,0,0,0,0,0,0,0,0
LRRC59,65.4089,85.7591,27.3514,82.4695,73.6203,99.2096,72.3193,93.4739
KIAA0430,8.82606,6.96472,1.8838,5.65527,10.6452,8.67421,6.43727,6.55551
C8orf33,32.2692,27.9721,17.1378,26.0884,29.4565,28.6441,25.1699,27.8052
RAB34,31.4954,29.1906,72.2834,33.0881,31.5355,35.4954,29.1821,33.1585
SPRR3,0.138226,0.157515,0.249017,0.44168,0.302074,0.306268,0.0900489,0.394816
MYH9,73.0881,61.0711,11.0479,66.5203,58.203,67.5621,64.6243,62.5044
N4BP2L1,0.743114,0.502874,0.516327,0.184762,0.385736,0.339808,0.589796,0.259663
KYNU,41.7544,45.0199,88.8194,86.1524,41.8012,44.2801,71.6613,86.4318
KRTAP9-6,0,0,0,0,0,0,0,0
RPL36AL,264.542,332.636,902.372,313.702,275.474,329.843,279.51,296.999
OXR1,16.7246,14.7055,10.8794,13.6701,15.9179,11.4691,15.6834,12.9037
NLRP11,0.026718,0,0,0,0.0155499,0.0496696,0,0.0157779
ARSD,7.94554,5.4249,5.35253,4.36888,8.41186,5.7347,7.25803,4.30786
FOXD4L2,0.00695788,0.0300297,0.0141646,0,0,0,0.00570978,0.0155956
FAM170B,0,0,0,0,0,0,0,0
NFE2L1,142.756,112.581,16.3107,113.952,151.666,111.302,129.958,122.028
CXCL5,0,0,0,0,0,0,0,0.019679
TEX40,3.11388,4.4476,20.5092,12.5538,3.79787,6.03244,8.48961,13.5579
AP5B1,1.96267,2.4925,1.55517,2.54325,1.58742,1.60384,2.03295,1.66699
LDLRAD4,3.28075,2.58813,0.662726,3.68102,2.21177,2.83863,3.97668,3.72016
MED14,15.0076,13.4789,4.46917,13.1496,13.3845,11.1671,13.1503,10.4784
ANKRD12,7.96586,8.78367,9.68284,8.02417,8.23691,7.25124,4.70472,6.80042
DBF4B,12.0534,13.6625,2.25966,11.3512,9.49258,15.1318,10.386,14.7269
NDUFAF1,21.6293,23.358,26.7876,14.8651,27.0033,22.028,17.1832,19.2301
CTD-2547L24.3,0,0,0,0,0,0,0,0
ZNF726,5.15641,4.03778,3.34324,4.09748,3.71172,3.1985,2.66812,2.95613
TSLP,0.0372506,0,0,0,0,0,0,0
ACTG2,0,0.414088,0,0.0330728,0,0.0442536,0,0.218442
TOM1L1,61.7823,54.9137,21.5994,49.6337,50.593,43.3606,44.519,43.158
C12orf4,1.55788,2.45033,0.705733,2.59788,2.11779,2.43488,2.25968,3.35246
RAB7A,209.448,240.052,45.4135,221.997,225.183,212.357,214.268,195.302
GPR34,0.026192,0,0,0,0,0,0,0
RTDR1,0.961287,0,0.434851,0,0,0.965913,0.503616,1.02109
SERPINB6,50.3006,40.5114,42.179,33.2304,36.0771,33.6359,26.516,24.9164
SLC35E3,5.51617,5.00276,3.81655,4.16066,4.07307,4.80754,3.67611,4.36605
GRM7,0,0,0,0,0,0,0,0
KBTBD13,0,0,0,0,0,0,0,0
ISM2,0.0160282,0.0345968,0.0332191,0.155116,0.0628818,0.0793635,0.154659,0.150412
SCNM1,25.566,27.6074,26.3095,21.1595,25.5277,26.4551,22.1212,20.5956
PARPBP,12.2933,14.3074,7.00455,14.3645,9.29888,11.8119,8.38347,13.2851
TMEM126B,43.9345,48.7671,48.9712,50.7643,39.8711,38.5804,41.5163,48.348
HNRNPH1,134.391,181.077,116.164,204.792,146.683,184.862,151.311,201.77
CIT,13.4142,11.2854,1.54158,10.561,8.41569,9.16696,8.37888,8.79257
WAC,45.9944,43.8388,11.1342,43.2598,45.9847,41.8237,38.5689,41.8113
FAM159A,0,0,0,0,0,0,0,0
C7orf26,14.3288,14.3787,10.7629,12.8412,14.1655,11.8217,10.8857,10.733
TCEB3CL,0,0,0,0,0,0,0,0
TES,0.15786,0.349585,0.386635,0.242993,0.429578,0.390839,0.836959,0.477582
GYG1,21.2547,31.3242,11.1425,30.0023,20.5352,23.4206,17.5214,26.2202
SLC27A1,5.98386,3.54876,1.855,2.54462,5.10248,3.0752,4.77824,2.41269
ARID3C,0.9039,0.625609,0.0861159,0.882466,0.280052,0.532062,0.357156,0.285074
ZDHHC1,2.75111,1.89774,3.92844,2.14073,2.41974,1.79422,3.39241,2.22763
RPRM,0.0684465,0,0,0.0348083,0,0,0.0422465,0.0385311
PRICKLE1,0.0905939,0.0698539,0.164151,0.194384,0.0572651,0.0641283,0.198915,0.235036
C1orf100,0,0,0,0,0,0,0,0
LRFN3,1.47292,1.45877,1.0576,1.55512,1.21682,1.29622,1.09377,0.839452
SLC7A6OS,10.7523,10.6126,4.39123,9.17034,10.1285,8.88984,8.62516,9.39327
NFYB,19.8231,20.0426,15.819,20.541,14.7599,13.5118,14.3497,15.101
OR3A3,0,0,0,0,0,0,0,0
MMP11,2.41267,1.32374,1.22366,1.59048,1.96701,1.22181,2.92354,2.17487
HIST1H1A,0,0,0,0,0,0,0,0
MSH4,0,0,0,0,0,0,0,0
TFF1,13.8778,10.864,5.30908,7.29241,8.64573,11.531,4.07105,5.41703
SNRNP48,5.60469,4.74497,3.36437,4.4304,5.03042,3.6904,3.71948,4.1726
KIAA1755,0,0,0,0,0,0,0,0
CDK8,6.9669,5.85541,2.63433,7.94337,7.51292,5.6374,7.78054,7.77527
ATF7IP,28.7332,22.4697,1.52677,19.2667,33.0068,17.4807,19.307,11.5405
ZNF318,3.72198,3.42095,1.34346,3.47756,3.05975,2.61561,2.80001,2.49076
C4orf36,1.24628,1.07322,0.428644,1.46551,1.4416,1.40204,0.759355,1.08192
FOXB1,0,0,0,0,0,0,0,0
PBDC1,9.42731,10.646,16.0134,11.0014,7.50512,8.47543,7.49206,9.65868
IL1A,0.216361,0.303724,0.550079,0.220238,0.0478296,0.427385,0.0266614,0.364353
DPEP1,0,0,0,0.0320656,0,0,0,0
C1orf141,0,0,0,0,0,0,0,0
RNF19A,8.64572,5.8119,2.08609,6.52799,6.87836,5.6152,5.99708,5.13173
PNPO,23.493,20.7984,7.09205,21.8857,23.2636,24.6491,24.1417,22.3262
RP11-178C3.1,0,0,1.27977,1.01133,0,0.57417,0.314649,1.74332
SHROOM1,0.875962,1.39637,0.872747,1.14879,0.573865,0.889819,1.38348,1.24838
PNCK,0.208304,0.740764,0.593856,0.60767,1.46279,0.589946,0.832376,0.933278
RAB3GAP2,9.27123,7.96965,6.41902,9.23362,7.69169,7.26826,9.28261,7.66922
FRG2C,0.0222309,0,0.0268961,0,0.036892,0,0,0.0249395
CD163,0,0,0,0,0,0,0,0
TBL3,12.7011,15.5373,23.5094,12.8776,14.5324,18.2739,11.3567,12.2729
COX5B,149.425,138.967,408.432,158.047,142.612,189.078,159.857,163.084
DTX1,0.14839,0.106723,0.121051,0.188923,0.20488,0.183991,0.304363,0.637269
BTN2A1,4.49835,3.40307,2.22573,4.42226,3.58119,4.0503,4.325,4.52982
EIF4G1,179.634,217.178,98.7282,222.84,165.079,208.541,172.53,213.584
COL4A2,0.0323759,0.0209439,0.482073,0.0461836,0.014298,0.0805084,0.243627,0.00724466
RAB43,1.93217,2.17733,0.493989,2.22758,3.09654,4.02514,3.2431,2.8128
TM9SF3,78.5697,87.5944,24.1313,82.5106,74.9016,67.6635,72.7842,80.5814
AGAP2-AS1,1.70143,3.93141,1.47464,3.15581,2.10372,2.49882,2.05888,2.36586
STX1B,0.734964,0.64619,0.351343,0.790399,0.570559,0.61233,1.00925,0.828565
TBX5,0,0.0128022,0,0,0,0,0,0
LGALS4,0.0971315,0.210003,0.130113,0.230559,0.071632,0.425147,0.0799146,0.218624
FAM160A2,3.46197,3.59125,1.6052,3.05367,4.19357,3.41047,3.66323,3.58163
HDGFRP2,18.2547,20.4543,33.2811,19.8233,19.1524,23.343,19.9927,17.8597
SGSM1,0.0193594,0.0197386,0.0118814,0.0905376,0.0106895,0.0241271,0,0
SSBP4,15.4005,16.3344,21.7949,16.7546,16.7607,18.2142,21.6108,16.565
ACTN4,118.382,96.4198,41.5397,129.996,112.923,101.251,122.755,101.085
PTPRE,0.927553,0.747931,0.206753,0.323791,0.633029,0.658173,0.390945,0.222768
SAMD14,1.71505,1.25004,3.03139,1.59355,1.64419,1.45083,1.36788,1.20272
ADAR,40.3867,37.5867,8.29481,36.3986,37.8481,36.2188,35.7317,34.4585
AOX1,0.008136,0,0,0.024867,0,0,0,0.00910625
CKM,0.0880749,0,0,0.059739,0.0324691,0,0,0
ZBTB1,7.90267,7.55262,7.083,5.87848,5.94741,4.84828,6.64413,5.50522
MUC5AC,0,0,0,0,0.0279064,0.0622262,0,0
AC003043.1,0,0,0,0,0,0,0,0
RP11-723O4.6,0.0988797,0.261781,2.34286e-06,0.102435,0.31533,0.680039,0.0730885,0.058174
SLIT3,0.0188736,0.00911134,0,0.019227,0,0,0.0232177,0.0189149
NACA2,0.182261,0.644218,1.12439,0.646464,0.70879,0.544977,0.170098,0.727569
FAIM3,0.0479748,0.0380219,0,0.0715232,0,0.0862804,0,0.039597
KRTAP6-1,0,0,0,0,0,0,0,0
JKAMP,30.5913,37.5399,14.9406,27.9582,35.6363,30.9436,29.2768,31.537
DPY19L4,13.6617,11.5202,6.05514,14.0411,16.128,11.873,13.3404,12.9257
OR51B6,0,0,0,0,0,0,0,0
IRF2BP2,19.0507,13.7092,14.3905,13.1634,15.3957,11.7817,13.6204,12.6984
ITGB8,0.396705,0.152555,0.186287,0.253912,0.105982,0.085349,0.125302,0.172004
STX11,0.0974074,0.0263033,0,0.0495677,0.0269221,0.060053,0,0
PTGES2,27.0833,38.0495,34.6442,30.1639,24.4347,36.9806,23.5469,27.8595
FGFRL1,6.69233,8.24098,2.86466,6.84646,9.26274,7.80321,8.64399,7.3791
TMEM239,0,0,0,0,7.93136e-21,0,9.99719e-08,0
MYBPC3,0,0,0,0,0,0,0,0
CPEB4,10.1819,7.48398,1.39344,7.58408,9.84733,8.04383,7.08067,6.17639
PPP1CB,59.1889,52.8791,22.9676,62.4003,66.2098,47.9278,60.1346,60.7754
C15ORF37,1.91324,4.07719,4.20695,2.3877,2.99905,3.5555,1.99081,3.07446
EPG5,1.88872,1.73738,0.800922,1.55518,1.5394,1.61603,1.41819,1.55221
TRIM3,12.9112,12.9412,2.89141,9.81842,13.8086,13.6773,7.04004,10.5502
RASA1,18.8555,14.7557,6.08722,15.1838,16.1666,12.4472,17.7619,14.4518
POLR2J2,4.58689,4.1039,3.52188,3.5424,7.3399,4.27832,3.76573,3.28728
CENPI,3.36941,5.27364,0.795814,4.66957,3.82794,5.5532,4.41099,4.9589
RPS7,576.088,588.822,1114.44,554.746,526.401,583.235,556.982,514.815
PBX1,81.7275,67.3266,10.1927,53.3245,70.0756,61.9624,51.0207,45.9983
AC132192.1,0,6.33608,0,0,2.07491,0,0,0
SET,374.203,413.507,276.949,418.445,357.094,390.36,330.816,409.736
IFNA21,0,0,0,0,0,0,0,0
ACTR3C,1.90125,3.06156,3.09547,2.52846,2.39665,3.24173,2.39421,2.56886
ZNF778,5.26859,6.8785,0.915838,9.23832,4.92756,9.24617,6.06435,9.1781
MCFD2,14.5946,13.9567,6.7698,15.3959,20.5213,19.2715,17.7634,19.7108
C5orf34,3.71667,6.196,3.03645,5.03947,3.91442,4.66533,3.71887,5.26947
RP13-996F3.5,0.410642,0.388044,0.215621,0.352113,0.375641,0.349812,0.296547,0.523659
NRN1L,0.212043,0.250629,0.378404,0.232775,0.383779,0,0.396541,0.395206
AL138815.2,0,0,0,0,0,0,0,0
MAGEA3,0.907673,0.875143,0.58748,0.913639,0.594239,0.837061,0.327231,0.761984
PHF10,15.8133,14.8555,9.10396,14.7718,16.355,13.0752,16.2953,12.2073
GOLGA8A,3.84675,4.83224,1.39695,4.45405,3.17245,2.31005,3.22123,3.36768
GYS1,12.2508,12.5638,3.43361,12.6221,14.4851,11.7647,14.5068,13.311
ARRB1,17.9542,17.7488,9.39419,15.2236,17.6581,18.0307,15.5464,14.1639
HRG,0,0,0,0,0,0,0,0.0258873
CNTROB,11.4689,13.995,9.255,11.7424,14.3385,12.0508,10.0786,12.7152
SAP130,9.93015,11.4209,1.77597,12.5191,13.3218,12.8181,10.4141,13.4016
APPBP2,15.8508,14.7979,2.18921,23.3113,21.9884,11.7794,13.7378,16.2143
WARS2,5.7133,4.1965,4.54268,3.20458,4.36388,3.7338,3.56439,4.27995
ITPKB,4.22284,3.32346,0.955148,3.14976,4.00813,3.28501,3.29734,2.54918
HERC1,7.88305,6.53235,0.710469,9.62345,7.14869,6.78042,6.03159,7.04838
AC004528.1,0,0,0,0,0,0,0,0
SCGB1D4,0,0,0,0,0,0,0,0
NPDC1,64.7971,62.0196,174.84,56.6581,67.4899,67.2646,63.1074,61.9435
MGC4771,0,0,0,0,0,0,0,0
CAMK2G,13.6742,13.1857,15.6997,13.3616,13.3793,14.2151,13.135,12.8045
RP11-1021N1.1,8.07539e-72,3.68392e-48,0,1.74066e-52,2.36979e-117,0,2.18839e-24,2.85938e-32
SMG6,6.37958,5.68253,2.02947,6.78353,9.44126,7.37348,6.75435,4.89237
MICB,29.2097,24.4988,9.72242,27.5017,35.3064,28.2151,39.7863,26.8435
KCNE1L,0,0,0,0,0,0,0,0
RP11-347C12.1,1.06332,0.938597,0.420345,1.26823,1.22335,1.42805,0.790879,0.961641
RNF186,0,0,0,0,0,0,0,0
SYNCRIP,40.2794,46.2858,23.3058,54.093,32.2955,45.4571,43.7069,52.1773
GOLGA4,37.2252,30.7334,48.4437,33.4079,35.0575,27.1256,37.294,31.6586
MC5R,0.347933,0,0.0469588,0,0.258124,0.185824,0,0.223103
RAP1GAP2,4.67956,4.84202,0.755421,3.96368,3.02796,3.68076,2.88351,3.1359
SDHD,103.074,103.612,105.965,99.3031,112.575,104.459,121.301,106.064
ZNF558,6.28424,4.95043,2.57385,4.30957,6.14772,6.13838,4.88985,4.31326
ZNF670,1.56415,1.6641,0.818049,1.52071,1.31618,1.26716,1.23731,1.41585
LRRC42,13.1052,18.8202,14.2421,17.0687,15.4419,18.8281,13.6971,16.461
RP11-712L6.5,1.10572,4.48839,1.47301,4.4801,0.824225,2.92579,2.79395,2.15599
CLIC3,82.1784,96.7265,204.715,120.868,111.237,124.639,147.504,108.818
ASCC1,14.8474,13.2245,3.50289,11.3083,14.9215,15.3973,14.3622,13.2215
C6orf136,12.9788,13.8785,19.0708,12.1661,11.1964,11.0669,11.7612,10.0139
MRPS17,18.7538,22.3425,26.525,18.791,16.6771,23.1774,13.6069,18.5803
PARD6G,0.8679,0.985712,1.38306,0.662663,0.75145,0.501074,0.886354,0.513407
CCDC142,0.954889,2.12442,1.26037,1.31003,1.32883,1.90276,1.1924,1.67749
IRX6,0.0276413,0.0298241,0.135066,0.0563014,0,0.0342498,0.102072,0.0774432
CMTR2,11.559,10.2028,2.86344,10.7831,10.0504,7.90747,6.77672,10.797
FEV,0,0,0,0,0,0,0,0
GAR1,31.439,30.06,24.6095,27.5792,25.8771,25.6905,20.8555,28.6241
GAPDHS,0.0336831,0.0364171,0,0,0.0372643,0,0.0415766,0
RP11-598P20.5,5.97929e-05,1.27912,8.62225e-13,2.40781e-05,1.6094e-07,0.0030423,2.4196e-05,6.5469e-05
AP001094.1,0,0,0,0,0,0,0,0
ZC4H2,1.51952,0.980992,0.050717,0.596534,0.439504,0.465244,0.361021,0.305401
NME2,37.7104,21.7626,41.9459,15.8293,32.8583,22.7452,19.099,8.74827
CRISP3,16.9537,5.52564,11.6922,12.6797,54.3879,23.7026,80.8826,41.5323
SLC5A2,2.19799,1.94159,1.01796,1.56633,2.25251,1.99973,1.37855,1.50244
NKTR,6.5741,8.89615,4.81976,6.62665,7.43592,6.17737,5.91338,7.4592
SPACA4,0.0617144,0,0,0.125317,0.0684199,0.074799,0.152955,0
HIST1H1C,23.0135,18.2982,81.9915,28.1758,32.817,25.1566,39.8894,24.3533
BIRC2,18.8425,13.6484,14.0061,14.4355,17.0628,14.409,15.4633,13.19
SLC6A20,0.0166017,0.00845362,0.0385827,0,0.00865647,0,0.0192871,0
ZNF512B,11.4054,12.3353,4.1932,12.0611,13.8679,16.2889,12.8441,15.1657
PMM1,15.6577,14.3139,44.498,11.4764,17.376,15.3999,12.2971,10.5374
DCTN4,36.8735,25.8623,9.96856,22.7917,33.9871,27.7,25.0633,22.6958
UBE2L3,49.6476,53.5696,49.1941,53.9673,53.0954,51.0578,54.5466,57.3183
TIAM1,3.783,2.97794,0.52551,2.99383,2.39901,2.39957,2.63927,2.11798
AC138647.1,0,0,0,0,0,0,0,0
CYSTM1,39.7607,37.6138,42.0179,34.9583,41.4602,41.0252,37.8474,32.9514
SEMA3G,2.61191,1.62582,0.394318,1.42749,2.20544,2.35561,3.15756,2.1785
AC087477.1,0,0,0,0,0,0,0,0
NETO2,0.151797,0.393666,0.954824,2.79726,0.278985,0.434773,2.10718,2.12384
CRYAB,1.2034,0.810085,14.3594,3.39841,2.88971,1.88384,9.24879,5.16342
CERS5,15.7178,13.2356,11.3371,13.0887,18.0854,14.0396,15.5632,14.7593
TNFRSF11B,0,0,0,0,0,0.0231267,0,0
DYRK1A,12.5477,10.7305,2.99534,13.4761,13.21,10.7191,15.0043,12.1901
AC104667.3,1.45194,1.00361,0.956124,0.615075,0.758915,1.33283,0.597957,0.545657
SLC35F3,0,0.0171734,0,0.0162048,0,0.0197001,0.0391911,0
ZNF570,1.76869,1.28167,0.29964,1.88214,1.39551,1.41489,2.52523,0.611907
CREBZF,13.6272,17.1531,9.64741,16.3786,15.6617,12.5901,14.034,18.4308
IFT57,6.67492,6.75695,7.45848,6.53769,6.10981,5.73715,6.07078,5.82105
ELF2,9.75948,9.23272,2.39291,9.42762,9.76595,8.77868,10.0543,10.2552
IL17D,0.0253984,0.137183,0.306174,0.129236,0.0842439,0.0313017,0.219198,0.285383
OTX2,0,0,0,0,0,0,0,0
PIK3R6,0,0,0,0,0,0,0,0
SLC6A2,0.0273169,0,0,0,0,0,0,0
DCST1,0.394419,0.268967,0.0250521,0.274715,0.309103,0.358944,0.306925,0.232893
KIAA1683,0.272537,0.298744,0.763287,0.277238,0.209502,0.123805,0.151673,0.13803
GFM2,19.0854,18.6612,6.86567,19.4836,20.2908,17.7403,19.3696,19.1413
TMX1,25.9925,26.5853,20.6973,30.6104,26.8587,27.442,31.1882,34.7907
NCAPH,16.6765,22.9995,11.6247,20.6822,13.8905,19.6775,12.9931,17.3233
GREB1L,0.648181,0.696313,0.325161,0.485567,0.137103,0.516897,0.292223,0.453704
STRADA,11.2882,9.07878,3.31886,9.61369,11.6202,11.1836,11.4554,9.5681
ZNF446,2.96554,2.04925,2.64098,4.01528,1.82493,2.34586,3.30482,1.83147
ZNF699,0.345544,0.165509,0.0506298,0.309655,0.2679,0.221535,0.323413,0.214522
HCAR3,0.0429577,0.0231932,0,0.0218639,0.0474814,0.0265193,0,0
COPG1,99.7959,71.6775,86.8418,76.2427,90.3175,86.1134,87.6707,82.8259
AL158091.1,0,0,0,0,0,0,0,0
TMEM41B,11.4545,11.0638,5.95928,9.72219,12.9052,7.79986,10.7224,9.57537
L1TD1,0,0,0,0,0,0,0,0
LCT,0.00647736,0,0,0,0,0,0,0
TMEM219,49.93,39.874,83.0044,34.6054,45.4082,48.6857,38.599,29.3293
SLC35G1,0.968508,1.99545,0.663257,2.27757,1.92575,2.11381,1.68832,2.51489
