Gene_ID,SUM149_DMSO_day2_rep1,SUM149_DMSO_day2_rep2,SUM149_DMSO_day2_rep3,SUM149_C70_day2_rep2,SUM149_C70_day2_rep3,SUM149_DMSO_day7_rep1,SUM149_DMSO_day7_rep2,SUM149_DMSO_day7_rep3,SUM149_C70_day7_rep1,SUM149_C70_day7_rep2,SUM149_C70_day7_rep3,SUM149CR_DMSO_day2_rep1,SUM149CR_DMSO_day2_rep2,SUM149CR_DMSO_day2_rep3,SUM149CR_C70_day2_rep1,SUM149CR_C70_day2_rep2,SUM149CR_C70_day2_rep3,SUM149CR_DMSO_day7_rep1,SUM149CR_DMSO_day7_rep2,SUM149CR_DMSO_day7_rep3,SUM149CR_C70_day7_rep1,SUM149CR_C70_day7_rep2,SUM149CR_C70_day7_rep3
NQO1,146.598,138.968,136.546,126.376,122.314,121.363,163.935,134.835,127.432,171.157,131.904,173.927,153.527,142.292,157.594,152.273,170.108,154.25,174.785,161.786,150.741,155.601,183.273
RBM8A,79.9638,89.0537,81.1484,92.6717,79.7771,69.2374,82.9551,76.962,78.1519,80.1661,80.2457,77.3965,75.3455,68.7651,64.8095,79.6693,79.1523,61.354,81.3044,72.0012,62.9984,71.8268,77.8256
NECAB1,0.0100741,0.0320496,0.00492867,0.0380245,0,0.0260348,0.0417026,0.0120709,0.103453,0.0765782,0.0815024,0.0147172,0.0148874,0.00523443,0.0385671,0.0470093,0.0131541,0,0.00344132,0.0196707,0.0315252,0.0206968,0.0872065
HSCB,6.28877,6.13711,4.31415,7.70177,3.64782,5.6294,4.22921,5.26032,6.34283,4.78335,6.00624,5.32976,5.31382,3.93453,4.75316,5.46772,4.57955,4.85643,4.49469,4.80975,5.22766,4.00154,6.22643
ZNF398,4.28112,4.42333,4.16279,4.35894,4.80433,4.45662,4.52889,4.04761,4.3705,4.61243,3.99877,4.54497,4.72042,4.11908,4.36753,4.53486,4.76434,4.31047,4.52761,4.77784,4.39898,4.45172,4.33218
SLC5A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLF7,10.3971,11.0604,10.9381,9.96334,10.9598,11.0849,11.0217,12.1282,11.3818,13.0547,12.0507,9.08035,9.05803,9.07022,8.50729,9.27516,11.327,8.39497,10.8911,10.5975,8.62501,11.1758,13.2061
MUC13,0.0096919,0.0176274,0,0.0176647,0.0448733,0.0501692,0.00894463,0.0232348,0.0481468,0.0640464,0.0336345,0.00734405,0.00752985,0,0.0195201,0.0204515,0.0126574,0.00907555,0.00661444,0.00992544,0.0159531,0,0.0145676
ZBED4,8.1417,7.30457,9.03366,8.17261,9.56051,8.28521,9.4086,8.08296,7.87266,9.15193,7.2529,7.38957,6.60358,7.993,7.26916,6.65568,8.92095,7.82799,8.13565,7.54122,7.69038,8.10609,7.98461
ATP13A3,51.6211,57.3717,53.7972,53.8488,54.6097,57.4997,53.3818,49.8095,52.3741,41.4841,45.5535,44.7442,51.7813,45.5405,43.4957,51.262,53.2554,44.8441,45.522,51.3709,45.1999,44.1042,53.9412
WFDC13,0,0,0,0,0,0.0237653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233368,0,0,0
NAGA,2.82771,3.26356,3.44106,3.22891,3.88471,3.05812,3.19453,3.69698,3.23653,3.10722,3.23942,3.41778,3.92762,3.62355,3.29317,3.23643,3.45924,3.30381,3.13519,3.59174,3.25923,3.63802,4.14167
STK4,13.7406,12.6328,14.2723,11.8114,12.6789,13.015,14.9316,13.9609,13.0403,14.6154,14.155,11.9568,11.4987,12.8661,12.373,11.224,14.4315,11.2623,12.8772,13.2396,12.0329,13.3724,12.7522
ENKUR,0.120233,0.0221708,0.117741,0.156039,0.0554234,0.14996,0.0668521,0.0194606,0.15833,0.161781,0.0547615,0.139882,0.134741,0.300783,0.0763292,0.126733,0.188425,0.248009,0.0646406,0.0981068,0.0194765,0.147724,0.090245
C3orf17,15.0316,14.808,15.0793,15.385,11.7232,15.3997,15.4316,16.1663,17.1674,15.3501,15.3937,17.9304,16.0084,16.5152,16.4999,17.9265,16.7572,18.8181,16.219,18.3409,15.4588,14.5682,17.7551
MPHOSPH8,14.6087,12.2272,17.4228,12.3368,13.51,14.8755,15.1158,13.7637,11.0578,13.9534,13.6273,14.0155,13.7786,16.7275,15.143,14.9202,19.2095,12.7947,17.0517,14.3947,12.4844,15.2903,12.2683
YKT6,46.8336,50.6302,51.2046,50.2904,49.0868,45.48,52.4068,47.6463,45.7563,53.2429,45.0015,46.0011,49.5737,51.2853,45.4548,44.6842,53.6858,43.9,50.0757,43.6497,44.6414,49.2664,50.4208
KNOP1,23.7627,26.7312,29.8477,30.6171,39.5671,19.2178,27.89,26.4742,19.5014,24.9261,31.0721,27.066,25.3947,29.7016,28.5742,30.8628,36.8148,19.0424,33.459,24.0771,24.5936,33.1135,26.9572
LGALS3,92.3632,91.6776,90.0047,74.9637,66.0061,91.4717,81.0173,103.278,73.8181,69.1836,75.4475,100.612,94.5028,74.2577,82.5014,75.7189,70.6134,126.329,87.2538,98.1027,81.7845,68.3647,90.9433
MRPL40,39.8297,41.8094,40.9467,38.862,37.2313,36.8325,35.8336,43.3941,33.712,32.0406,35.3332,42.4715,42.7196,35.2287,35.9429,39.7748,40.4526,40.1921,43.253,41.1484,39.4357,34.427,41.1477
OR6C74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUDT22,16.3025,15.3742,18.2514,15.3081,22.0935,12.3116,15.9866,17.9343,12.7681,17.2219,13.5099,17.416,14.8754,16.1011,16.7213,9.90797,14.1683,12.4532,15.2918,15.3859,12.3211,15.0269,16.9331
NCOR1,21.1461,24.7839,30.8374,26.0073,24.4337,23.1686,24.7587,20.7434,19.4335,27.3832,24.7793,27.39,24.9634,27.4154,22.8933,23.3216,32.5391,21.7937,27.0712,26.8034,23.0496,28.8155,27.9195
FLJ00273,0,0,0,0,0,0,0,0.172791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUT6,0.125842,0.0509301,0.0503479,0.130079,0.138924,0.0635473,0.140101,0.13422,0.121068,0.252008,0.175309,0.0689995,0.0552504,0.042452,0.143649,0.111243,0.0921352,0.104422,0.0552173,0.0828493,0.151179,0.0875707,0.1094
RTN2,1.84722,1.88617,2.01088,2.85216,3.61478,1.54286,2.21969,2.34663,2.71458,3.31151,2.88726,1.98256,1.77114,1.73433,2.28307,1.95927,2.53171,1.2213,1.71635,1.4707,1.85534,2.66647,2.47832
LETM2,8.29447,8.26606,8.71063,10.1743,9.93896,8.57439,8.63909,8.99463,14.9294,11.4698,11.8462,6.50671,5.57075,6.98843,10.0759,8.81821,10.1161,7.46787,7.94536,8.73602,10.2163,11.0697,12.1381
IAH1,33.1002,33.6445,33.2418,38.7469,25.7136,37.4547,28.0252,42.8952,41.1679,32.6651,37.1658,43.5552,40.4976,34.1053,38.485,42.218,39.9966,46.5084,34.4771,44.1341,47.2429,37.446,54.1023
THRSP,0,0,0,0,0,0,0,0,0,0.0235126,0.0323138,0,0,0,0.0561951,0,0,0.0260119,0.0189187,0,0,0,0
IFNL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM45A,4.17561,5.43401,7.55714,5.19124,6.03302,12.407,6.19016,10.156,5.5783,4.05413,4.68882,3.85273,4.2608,3.86742,3.65117,3.96493,2.97774,14.752,4.55162,7.28818,5.96108,3.10839,5.40011
GGA2,10.2732,10.6705,10.6501,11.1862,11.6724,9.64767,10.3953,10.9944,10.5775,11.668,11.2715,10.4201,10.6205,11.423,10.7704,10.3924,11.2658,9.90736,11.3457,10.8465,10.6931,12.0175,11.3542
CHRND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFB,1.7581,2.06443,2.28771,1.81254,3.33356,2.56339,2.29693,2.87689,2.99216,4.88177,3.3663,2.58066,2.50156,2.73863,2.80889,3.27657,3.82569,3.55778,3.54443,4.07341,3.74805,5.16434,5.28854
FUBP3,33.5625,35.164,36.5263,34.3253,42.2419,35.2471,36.1405,33.466,31.1518,36.3778,32.0737,31.2468,32.8435,34.9374,30.2135,32.775,38.6595,32.2696,34.0248,32.7293,29.8415,31.3413,35.4929
CEP112,0.502319,0.622705,0.666154,0.46132,0.646374,0.607443,0.567404,0.674284,0.594026,0.685067,0.5857,0.527628,0.341896,0.640024,0.516016,0.503367,0.506497,0.550849,0.300662,0.368325,0.322037,0.471477,0.472447
LGI3,0,0,0.0174139,0.0583866,0,0,0,0.0764884,0,0.0300073,0,0,0.00689965,0.00923568,0.0643997,0,0.00579875,0.0166349,0.0423965,0.0181947,0.0146219,0,0.00667427
LIPE,0,0.0710025,0.00698619,0,0.0599489,0.0473986,0,0.0935472,0,0.0451706,0.101638,0.040151,0.0302316,0,0,0.0563816,0.0294958,0.0422105,0.0361269,0,0,0.0548265,0.0324468
KSR2,0.269968,0.222108,0.231798,0.226349,0.226342,0.22478,0.195457,0.258938,0.133833,0.197028,0.173466,0.178002,0.264678,0.278113,0.194036,0.246644,0.256502,0.446311,0.315216,0.345666,0.247233,0.302243,0.177055
RPL13A,668.565,701.248,629.862,764.238,702.297,637.477,577.983,699.207,590.657,583.871,642.941,716.851,689.232,587.298,677.377,687.633,655.761,895.725,652.859,654.49,703.843,629.904,779.12
CAPN8,12.9993,9.16713,12.611,11.6257,17.8294,14.3663,10.831,11.3035,17.7026,17.9767,17.9267,21.2312,17.9248,18.3487,26.6042,17.3947,19.29,24.4266,18.3317,19.7421,28.2212,27.8781,22.3601
TMEM128,4.87915,5.65194,4.63196,5.70908,5.08318,5.63467,4.92675,6.90523,5.27763,4.14098,5.4208,5.21405,4.76013,4.22477,4.16556,5.88727,4.23912,5.3929,5.22053,6.02069,4.68873,4.8874,6.19944
SCD,520.193,533.894,781.919,544.988,744.982,884.231,618.83,972.342,714.961,588.036,687.746,709.228,678.693,826.973,715.702,710.604,918.64,985.15,765.399,952.295,856.87,838.41,944.61
HMGB2,321.58,303.166,324.122,315.469,287.284,307.83,278.447,313.603,250.854,231.453,289.261,335.642,300.92,308.461,343.453,360.409,385.806,265.788,357.44,301.564,306.083,303.925,337.55
MAPK8,10.3363,10.5892,12.0912,12.3964,11.4994,9.94893,11.8688,10.7594,10.8361,12.8321,9.74785,10.6062,11.364,11.296,10.8303,9.84232,12.5889,9.97261,11.5793,11.493,11.7956,12.7548,13.3266
TTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN1,0.00346987,0.00315445,0,0.0063199,0.00804809,0,0,0,0.00288036,0.00293154,0.0040103,0,0,0.0072116,0.00349253,0,0,0.00650499,0.00474435,0,0.0114429,0,0.00521829
OR1E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKFZP434A062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNB2,0,0,0,0,0,0,0,0,0,0.0273653,0,0,0,0,0,0,0,0,0,0,0,0,0.0196318
DUS1L,75.283,79.8744,76.5491,79.8439,95.2036,62.8287,76.0008,73.9949,66.5753,73.3629,67.4318,71.0745,73.3458,74.3883,63.1052,56.9204,59.9642,67.1399,80.2596,75.5089,64.1009,74.4319,66.9526
FMO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP8,2.33276,1.99094,1.90628,1.76591,2.46284,2.20659,1.66855,1.80905,1.95412,1.99807,2.11999,1.90521,1.97679,1.86981,2.0986,1.6492,1.69224,2.20151,2.15312,2.56996,2.16475,2.23836,1.6626
IQCC,3.17979,3.94599,3.31486,3.4999,3.21379,2.95839,3.47156,3.574,3.29704,3.08625,3.64756,3.32975,3.48936,3.34178,3.34556,3.60614,3.33073,2.70685,3.3615,3.36435,2.93066,3.38817,3.49927
FAM160B2,5.30196,5.36984,5.64033,5.35118,7.53179,4.76728,5.41095,6.446,5.17598,5.87241,5.82159,4.74905,5.22167,5.55499,4.84821,4.38095,4.59968,5.6048,5.19166,5.44135,4.90708,5.73844,5.10408
GADD45GIP1,53.6186,61.8213,48.1063,63.6221,118.019,42.6178,51.9691,47.5623,48.719,59.1494,43.5871,53.0184,55.9748,46.8875,51.3434,46.2531,53.3491,42.3623,50.6443,45.6097,51.2767,56.101,56.1459
FAM25A,0.50677,1.15765,1.33416,0.238015,1.43101,0.271062,0,0.929526,0.790031,2.13873,0.908596,1.30968,0,0,0,0.795375,0.993792,0.232485,1.33429,0.755865,0.200889,0.260843,0.574912
C8orf74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF15,0.583805,0.488926,0.424463,0.810843,0.593839,0.672869,0.580394,0.616811,1.28965,1.35084,1.46856,0.35277,0.264889,0.356198,0.638422,0.500586,0.648315,0.406164,0.387962,0.431891,0.67677,0.614018,0.735066
POLR3F,14.1893,15.6336,12.5314,17.1272,13.2697,13.2723,15.3026,13.3143,16.074,15.9382,14.9146,12.8001,12.9968,11.1154,12.0044,14.9316,13.4908,11.5754,12.3586,11.8735,12.0196,11.4625,13.4422
EXOC3L4,0,0,0,0,0,0,0,0.152675,0.0103206,0.0210784,0.0144421,0.00944961,0.0193881,0.0606825,0.0502807,0.125636,0.0825371,0.0350419,0.00851036,0.0605753,0.0205257,0.0256505,0.0667714
EVI2B,3.61045,3.91686,3.142,4.04062,2.04132,4.10081,3.52186,3.65756,5.32156,4.37412,4.83794,2.73855,3.1478,1.98872,2.66167,3.18693,3.33405,2.23986,2.48437,2.98558,2.73269,2.34048,2.90283
CEP120,4.00498,3.92793,4.8684,4.07346,4.43051,5.18676,4.57194,4.21766,4.50885,4.94489,4.24348,4.25113,3.78965,4.24317,4.1007,4.25946,5.65651,4.17527,4.31138,4.45766,4.53614,4.40382,4.53363
HINFP,3.74397,3.13601,2.77405,2.16618,2.77887,3.51804,2.69329,2.33822,2.93222,3.08771,2.04204,2.74976,2.28088,2.56679,2.30203,2.51717,2.29836,3.41452,2.85802,2.31992,2.86678,2.70833,2.34622
RP11-644F5.10,0.62244,0.570996,0.360031,0.593849,0.263518,0.500099,0.300956,0.603952,0.874345,0.291711,0.436701,0.554851,0.588464,0.400868,0.565236,0.255696,0.397334,0.382704,0.317268,0.604087,0.492882,0.690383,0.364889
ZSCAN18,3.57206,3.28971,4.05207,2.92755,4.92756,2.50577,3.08556,4.61509,2.27123,2.94753,2.86036,1.81102,1.27696,1.61708,1.90049,0.828916,1.60958,2.35566,2.46471,2.39804,1.31996,1.84644,1.49491
MYCL,0.285451,0.110374,0.429234,0.373491,0.59395,0.396085,0.467334,0.464096,0.419681,0.473942,0.354884,0.178602,0.0880301,0.24935,0.322503,0.24619,0.374945,0.257958,0.326218,0.225736,0.303895,0.397051,0.290611
RPS6KB1,13.5143,15.1565,15.7846,15.7882,14.6552,14.5536,17.3844,14.8727,13.775,18.2132,13.9725,13.024,13.5516,15.0086,12.2899,14.7435,16.1079,13.0278,16.0214,13.2896,12.7432,15.0006,14.535
CLDN16,0.0336492,0.0229486,0.0247366,0.00766514,0.029223,0.0174121,0.00776611,0.0504156,0.0209062,0.0142112,0.0389179,0.00637652,0.0196086,0.0437413,0.0254118,0.0266293,0.0164796,0,0.0114864,0.0344724,0.0207777,0.0259326,0.0316141
ZRSR1,1.58496,1.09111,1.44916,1.24639,1.46747,1.27775,1.11327,1.32542,1.39214,1.5669,1.38941,1.01635,0.922924,1.20589,1.06152,1.25325,1.4638,0.984402,1.36213,1.07515,1.41159,0.889678,1.10386
AC011239.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0613411,0,0,0.0832683,0,0.0734425,0,0,0,0,0
FBXO40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR13C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACO2,24.1063,24.8691,29.9665,24.903,29.7348,26.6457,27.1461,30.2776,24.7818,28.9606,22.8576,31.5325,29.4724,31.2446,30.283,27.4826,30.6033,38.5413,34.2994,31.2902,30.8034,33.4224,32.7816
TMSB4X,410.754,445.409,383.865,495.083,335.279,686.817,337.402,584.566,710.672,549.873,654.82,388.65,389.76,283.482,438.799,475.416,379.532,430.445,277.027,414.079,573.988,340.79,623.747
PTS,16.9412,17.6284,11.8684,17.0774,9.41694,15.9785,12.9632,16.2436,14.7925,13.4615,15.944,15.0491,15.4606,9.63751,13.3204,15.3745,11.3894,13.0224,12.4258,13.5628,14.1426,9.87894,15.8754
CLEC4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375218,0,0,0,0,0,0,0,0,0.0198764
RFXANK,23.3131,22.5954,22.9352,21.0869,20.0905,20.8464,22.2394,22.5435,17.3805,19.6673,15.9828,20.438,23.3605,21.8802,19.6379,17.9887,20.9374,22.2574,23.4479,24.8329,19.8403,20.4511,22.2283
MAFF,13.1173,15.0575,16.4549,17.4677,18.7512,14.6499,17.0819,17.0467,16.3785,20.5892,17.7411,9.08166,8.46374,10.4222,9.19629,9.26471,11.6903,8.81285,10.6556,11.3782,11.5236,12.0363,12.7463
PGA3,0,0.00388207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR183,0,0,0,0,0,0,0,0,0,0.0148943,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK12,5.68739,5.90655,5.94076,6.12291,6.61625,4.97239,5.71377,5.89829,5.41512,5.07262,4.6272,6.5499,5.73158,5.53641,5.05446,4.22327,4.53301,5.49715,5.73629,5.87345,5.12028,5.85296,5.57433
NTAN1,8.25265,7.99296,8.7,8.23685,8.32105,10.5805,9.0749,9.32074,9.8213,9.01351,7.92834,8.89096,8.81213,7.35527,8.73878,8.55497,9.17998,9.77122,9.59593,9.37248,10.8235,8.34157,11.2926
PRPF38B,45.1258,40.9781,49.8115,39.0236,46.7847,57.3349,42.8889,46.8073,40.9529,35.6141,49.8723,42.4907,42.947,51.1189,44.9965,48.5638,49.9167,52.5583,49.075,46.0242,52.3146,46.9632,38.2295
D2HGDH,3.2646,3.37656,4.65739,2.5558,5.63038,3.15993,3.18225,4.57387,3.45179,3.52292,3.18017,3.67277,3.52928,4.51953,3.34986,1.87834,2.58901,4.00899,3.76403,4.46702,3.81193,4.45176,3.38693
TMEM82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC50,20.5335,21.8257,23.5061,20.5402,24.3666,23.0779,24.8067,23.2244,21.1195,24.3408,22.6211,19.8145,17.4348,19.3432,17.8015,17.7558,21.7783,18.7058,21.3264,19.548,18.6937,19.2457,20.4772
ATF3,1.79828,1.52999,0.995794,3.24153,2.01875,1.18016,1.58105,1.90374,3.51317,4.09061,3.86405,1.64591,1.2958,1.69442,1.93467,1.78996,1.98114,0.705558,1.23682,1.52047,1.79178,2.2633,2.48229
ABCC6,0,0.00419584,0.0565509,0,0,0,0,0,0.0458574,0,0.0657596,0,0,0.0639338,0,0,0,0.0524743,0,0.0570734,0,0.067587,0.0422615
MYSM1,3.5694,4.44686,3.53355,3.78363,2.87549,4.57902,3.26354,3.88248,3.69761,3.17482,4.15638,3.17641,3.83054,3.06593,3.46062,3.82799,2.99875,4.18783,3.30279,4.41781,3.98025,3.64993,3.39992
PEX5,24.1916,20.7527,26.3781,18.2672,27.5465,22.726,25.8318,22.6986,16.9751,20.964,14.161,20.019,18.2234,20.9757,15.9265,16.5847,19.5117,22.4343,23.5892,18.9879,17.6604,20.0665,16.8632
NPIPB5,14.8959,16.7755,13.5356,13.2104,14.4694,19.1781,12.9719,14.0165,16.7309,12.4728,18.1537,14.7481,17.22,13.7055,16.6435,13.0587,11.5408,17.553,15.5566,18.0512,18.5521,15.1568,13.5601
AKAP8,8.83565,10.0612,9.30468,10.2504,10.6303,7.82698,9.55189,9.11167,8.394,9.96185,10.3294,7.84851,8.823,8.67336,8.92611,9.03362,9.48188,7.26047,9.56587,9.81203,8.77583,9.52945,9.85906
MAD1L1,4.10347,5.83862,5.86018,6.49076,8.05854,4.43211,5.62156,4.26395,5.50152,6.55689,5.67387,4.63784,4.58699,4.41712,4.22079,4.80003,6.48359,4.50645,5.58752,4.4462,4.73057,5.48566,4.83713
RARRES1,0.795582,1.67527,1.2745,1.75127,1.16195,1.23226,1.13539,2.93662,2.13194,5.16822,4.06995,3.38514,3.90129,3.15455,2.87401,3.50394,3.27398,3.38701,1.44635,3.68344,3.87071,2.52541,6.9904
DIRAS1,0.152191,0.0946869,0.259045,0.240844,0.602965,0.182864,0.253187,0.144013,0.311921,0.331532,0.314966,0.370407,0.379652,0.358166,0.387134,0.422611,0.715789,0.217578,0.246113,0.221588,0.497188,0.625537,0.60207
CYP8B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRSF2,139.65,186.416,162.504,183.572,234.573,149.398,157.852,151.561,157.116,164.526,143.726,135.901,174.029,154.655,136.22,167.091,156.307,146.775,161.063,153.151,158.401,157.836,166.83
SLC20A2,18.8416,17.0765,18.1446,16.4516,15.0348,18.1995,16.7306,19.6985,22.995,20.2281,20.3087,14.53,17.95,16.6109,13.4211,15.9773,18.936,16.585,18.324,23.0797,16.8175,14.7218,19.5872
PLXDC2,1.59009,1.85992,2.80804,1.51014,1.93364,2.36,1.8418,1.82341,1.22696,0.99239,0.811743,1.4965,1.43421,1.03594,1.08355,1.45211,1.13611,3.12469,2.02873,1.7805,1.41622,1.13562,0.980004
KLHL36,3.08691,3.06832,5.75632,3.41207,7.89596,4.1177,3.38727,4.95104,3.19415,4.60258,3.80179,3.41154,2.97487,4.20369,3.05043,2.16018,3.98684,4.87836,3.90686,4.04727,3.54404,3.95537,4.20959
AP001816.1,4.17044,2.82874,3.11368,2.86367,4.54806,3.8981,2.77887,4.18388,3.06869,3.72676,2.56534,3.47816,2.20654,3.29299,2.6002,2.03064,2.5459,3.26624,2.22443,2.33204,3.25362,3.47977,2.58714
EIF4EBP3,1.45794,1.37348,2.28507,3.48073,4.60514,2.38895,1.09368,2.76809,3.39505,3.83187,3.27371,5.73899,4.66876,5.1929,5.30849,5.83663,4.88833,4.60584,3.90122,4.96368,5.40385,4.47839,6.47245
CHRM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPA1,71.6034,75.3356,81.4199,83.0354,69.7197,65.2822,83.7598,70.9991,71.9946,89.7344,72.093,57.3197,53.9712,56.0264,57.8065,60.6698,70.5004,42.3808,66.9036,60.0594,55.1444,61.5173,66.4785
ZDBF2,2.58357,2.49095,2.7578,2.43765,1.86621,3.4184,2.53799,2.61789,2.64463,2.15937,2.55363,2.20865,2.10035,1.78436,2.14018,1.9381,2.02193,2.45998,2.20711,2.38685,2.07019,1.88889,1.99604
FEZ2,7.35029,8.68148,10.3719,10.2761,10.3009,8.2845,10.6683,11.8345,9.58319,10.1755,11.1711,7.18085,7.60104,8.7346,7.18048,8.20911,10.7649,6.68779,9.05513,9.83289,6.87275,8.55408,10.3313
SNX14,18.1242,18.0488,19.1695,19.7837,18.3618,23.6814,16.0813,24.6837,25.1043,16.7729,19.0153,21.1288,18.8458,15.9226,20.0537,22.4728,18.7619,27.0421,17.4496,21.1636,23.3563,19.635,26.7797
HK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTCDNL1,0.435762,0.531292,0.284581,0.645425,0.385209,0.635278,0.527375,0.280843,0.330824,0.321627,0.947089,0.242856,0.155975,0.306149,0.244416,0.358891,0.229421,0.17392,0.34443,0.634708,0.257803,0.315939,0.482458
PCDHGC5,0.0135934,1.44E-09,0.0136081,0.0358501,0.0288648,0.0132753,1.96E-59,0.0484944,0.00987908,0.0490856,0.0154833,9.08E-09,0.0186534,1.43E-08,0.0139112,8.93E-09,0.017173,0.0111682,0.0459124,0.013303,0.0226658,0.0281881,0.00906151
RNF130,4.61558,4.42407,4.77729,4.09516,4.48071,6.00635,4.66251,5.37211,4.9912,4.70507,3.77811,4.6452,4.71263,3.82474,4.77181,4.50244,4.77885,5.89649,3.90484,4.78867,5.19672,4.28811,5.27901
PCDH15,0,0.00479902,0,0.00961613,0.0089228,0,0.00780561,0,0.00437834,0,0.00325255,0.00600915,0,0,0.00283273,0,0.00367587,0.00989283,0,0.00288792,0,0,0.00423589
FCGR3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2M5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHLA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K6,2.65259,3.06007,3.47566,2.15203,1.9531,4.33122,2.27785,3.68954,2.34836,2.01319,2.0442,4.10968,3.5724,3.59046,3.02437,3.67373,3.25637,6.16991,4.06977,3.34388,3.2208,2.48087,3.64349
SLC22A31,0.269878,0.21279,0.265664,0.295405,0.623177,0.336044,0.16571,0.496173,0.311748,0.334195,0.541784,0.666607,0.349283,0.524639,0.616438,0.360473,0.352432,0.471099,0.404274,0.680147,0.605701,0.684256,0.662068
TSPAN12,1.60111,1.60568,2.11607,1.67837,1.80411,1.65641,1.64439,1.73131,1.73519,2.48728,1.67684,2.44256,1.61829,2.27711,2.13655,1.58146,1.74398,2.3463,1.96172,3.18154,1.75946,1.65206,2.10505
XXYLT1,9.26808,10.1321,9.93547,9.49851,8.96535,8.40248,8.5396,9.35741,7.58926,6.91022,7.17034,7.35295,8.17757,6.69304,6.71817,6.76991,6.06092,8.38489,7.35242,8.22638,6.58175,5.55402,7.44901
TMEM30C,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137424,0,0,0,0,0,0,0,0,0
SPRED1,7.71587,8.5829,8.89246,7.74205,8.76885,10.0514,8.82174,8.76721,7.7439,7.74904,6.9727,7.78961,7.60285,9.05694,8.64675,7.80479,8.52412,9.81721,8.2084,8.54137,8.0604,7.55876,8.1992
NPW,0.20935,0.127079,0.0669701,0.0637647,0.116424,0,0.635073,0.0837162,0.0285812,0.0588682,0.0784159,0.131346,0.0812009,0.211544,0.484961,0.110246,0.0227747,0.0650714,0.210719,0.240492,0.171091,0.104203,0.0759892
BARHL2,0,0,0,0.0134652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROBO4,2.63574,2.73081,2.21329,5.36642,5.28244,2.07079,3.12775,2.56798,5.67966,7.83442,6.53984,2.06168,1.9247,2.18459,3.09887,2.41126,2.9004,1.18528,1.92452,1.82335,2.72946,3.11699,3.7374
SLC15A2,0.187132,0.23393,0.210584,0.238623,0.146436,0.207983,0.146978,0.25791,0.22901,0.268754,0.243355,0.202327,0.181788,0.145873,0.306105,0.340697,0.229124,0.192914,0.166256,0.18232,0.262192,0.192269,0.221598
ARMCX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290914,0.0108048,0,0,0
KAT6B,2.99244,3.36067,3.54868,3.71066,3.29543,3.0952,3.61493,2.84599,2.9042,3.55422,3.21501,3.71218,3.85279,4.15652,3.81853,4.03274,4.6257,3.43843,4.07915,3.74392,3.79668,4.05744,4.0637
KLHL21,10.12,12.3015,10.8169,13.9281,12.9959,8.14521,12.671,9.74179,11.7067,15.9516,11.1806,7.9964,8.58261,8.90521,8.0629,8.73955,8.3216,7.80826,9.56248,8.30728,7.45057,9.70961,9.61043
