Gene_ID,SUM149_KDM5A.KO_C70_rep1,SUM149_KDM5A.KO_C70_rep2,SUM149_KDM5A.KO_DMSO_rep1,SUM149_KDM5A.KO_DMSO_rep2,SUM149_KDM5B.KO_C70_rep1,SUM149_KDM5B.KO_C70_rep2,SUM149_KDM5B.KO_DMSO_rep1,SUM149_KDM5B.KO_DMSO_rep2,SUM149_ROSA26.KO_C70_rep1,SUM149_ROSA26.KO_C70_rep2,SUM149_ROSA26.KO_DMSO_rep1,SUM149_ROSA26.KO_DMSO_rep2,SUM149_ZBTB7A.KO_C70_rep1,SUM149_ZBTB7A.KO_C70_rep2,SUM149_ZBTB7A.KO_DMSO_rep1,SUM149_ZBTB7A.KO_DMSO_rep2
UNC5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGAT1,15.2167,15.7733,15.7707,11.5685,15.0363,14.4024,16.9391,15.3705,15.2244,14.3944,15.0762,14.8986,14.771,16.2601,16.3462,17.2806
GSX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMC8,14.3817,15.5971,16.1086,18.5171,13.6636,16.0869,14.0472,15.1487,13.6661,13.8071,13.6748,14.4907,14.4975,15.2184,16.386,14.0726
TSPEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST6GALNAC1,0,0.011588,0,0.02182,0.0101218,0.0152719,0,0,0,0,0.0294757,0.0130418,0.0132815,0.238262,0.218725,0.0615306
TM9SF3,48.0412,50.0423,51.1507,64.812,48.4541,49.0379,54.1594,52.2231,39.506,38.1451,43.5498,46.1912,38.9755,41.8241,45.5334,46.5521
KLHDC1,0.270371,0.297334,0.435426,0.684038,0.366705,0.464455,0.524973,0.402767,0.27143,0.285962,0.518202,0.297477,0.315581,0.296807,0.274852,0.280714
PHLDB3,1.48673,1.29627,1.31995,1.20403,1.23292,1.78247,1.36537,0.975654,2.4086,1.46124,0.67073,0.708246,2.15547,3.31819,1.94915,1.66015
AC025262.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNNAL1,34.4757,38.7527,34.0784,40.0302,39.0106,42.7869,34.7968,33.4515,38.5463,35.0369,32.4356,32.9685,32.7114,37.2531,34.6563,33.9977
VPS13A,13.439,13.8381,14.8933,21.783,12.8709,17.374,16.5059,13.6542,14.4179,13.8412,15.0987,14.5786,13.4167,13.6776,14.0707,14.2366
APCDD1L,0.0166343,0,0.0248081,0.0158974,0,0.0111531,0.01289,0,0.018968,0.0205376,0,0.0169073,0.00970227,0.0725282,0.0959609,0.0269719
SPACA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XPNPEP3,5.39768,6.61352,9.16935,7.65642,6.52677,6.48543,8.00458,8.15335,6.00735,6.14722,8.05502,6.41901,8.15324,7.3873,7.68241,8.45644
CLDND2,0.150311,0.319771,0.23427,0.31913,0.132977,0,0.250712,0.220507,0.348831,0.216715,1.01995,0.176062,0.889434,0.395676,0.725015,0.822484
PRKCQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDSS1,7.87767,6.82427,7.33862,9.40727,7.51535,7.57492,7.11703,7.309,6.96108,5.82862,7.19656,7.61257,6.22466,7.12408,6.35009,7.28029
SLC26A2,11.5505,11.4641,17.4946,20.5191,10.9789,12.4426,17.4881,16.9473,13.614,12.9855,19.6688,19.4452,20.9399,21.5569,26.4777,25.6653
C17orf50,0,0,0.0515498,0,0,0,0,0,0,0,0,0.0394632,0,0,0,0
NCDN,6.29899,7.04325,7.48365,6.58627,6.4105,6.67027,7.36065,5.88197,6.5768,6.22839,7.60438,6.89113,5.53955,7.39617,6.55949,6.21475
SAMD3,0,0,0,0,0,0.0333181,0.105737,0.110875,0,0,0,0.085558,0.192841,0.288636,0.0858274,0.14035
ULK1,2.21227,2.0895,2.52631,2.23326,1.987,1.97852,2.89813,2.35793,2.54141,2.28475,2.93919,2.60552,2.40219,2.40887,3.05212,2.64898
ITGA10,0.0736843,0.0641956,0.187997,0.0815247,0.0749428,0.0987826,0.0733098,0.119806,0.132012,0.11701,0.142824,0.0542326,0.159635,0.111359,0.182046,0.119489
PRRC2A,57.4079,64.743,66.6081,48.3028,54.8623,54.5937,66.9211,59.9521,69.4462,69.3954,72.3539,67.6903,61.8853,67.4954,66.5759,66.6174
GSTCD,11.1187,11.4149,11.0055,11.5252,9.79851,11.6626,10.9516,11.3504,8.69247,9.34388,11.5416,9.76578,10.1398,9.8961,11.4223,12.491
THAP2,3.49311,2.61888,3.19458,3.62469,2.47013,3.1695,2.8556,3.5049,2.4703,2.22196,2.50009,1.83568,2.3044,2.51094,4.40895,3.34291
ANO1,10.6902,10.5923,4.38352,3.33948,11.1433,10.6086,4.49438,4.5726,10.4875,9.60109,4.46153,3.92205,11.8818,13.4001,5.51026,5.21039
EVI2A,1.08428,0.939646,0.73601,1.46629,0.984155,0.883964,1.05362,1.27431,0.795294,0.38974,0.853963,1.29441,0.931018,0.793884,0.9019,1.19519
DDX52,13.3638,13.7793,13.0197,15.9292,13.2568,14.4115,13.1443,13.8718,12.7068,11.9619,12.6526,12.4465,12.1538,13.0228,13.4207,13.4396
SMEK1,24.6055,25.4023,24.7363,28.6876,26.6062,27.8892,25.3887,25.0296,24.5175,24.4789,23.2303,24.4466,25.9002,26.3472,25.3155,24.8244
TLR4,7.50669,7.63492,8.03696,8.54158,8.0193,8.57323,8.20337,9.90699,6.69944,5.97747,6.5684,6.80924,9.64777,10.0364,9.46935,9.42406
TMEM110,2.46009,2.51354,2.84835,2.84685,2.49475,2.33476,2.96573,3.54591,2.46141,3.36679,3.15941,2.8959,2.19781,2.89919,3.08215,3.02658
ZNF224,3.65869,3.84116,4.35251,5.05694,4.72379,4.30325,5.12119,5.12591,4.28198,4.37477,5.56634,4.09849,4.66018,4.23957,5.39293,5.14783
WDR7,2.78372,3.23027,4.25209,4.47402,3.59417,4.11931,4.6419,3.91789,3.45902,3.14999,4.61241,4.06619,3.34564,3.83923,4.48814,3.86746
LRRC8A,23.3361,24.2444,17.2368,13.1477,24.2373,23.4293,17.1982,18.0197,28.4617,26.0126,16.9895,17.2185,31.0339,34.5993,19.8719,18.3919
P4HB,202.916,209.798,196.511,154.849,193.206,182.494,192.066,200.856,186.794,184.264,181.849,181.823,190.002,207.759,191.262,194.122
PTCHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABRR1,0,0,0,0,0,0,0,0,0,0,0,0.0105777,0,0,0,0
RNF17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156232,0
TMEM41B,18.7684,17.3268,13.8048,18.1232,15.7767,17.7331,17.2885,17.2812,15.4951,16.781,15.2046,15.2037,14.9004,15.8733,15.6244,16.8148
CRIPT,13.9207,13.9436,13.3527,18.6142,11.8151,12.7159,15.871,14.4704,11.1597,10.4926,11.9394,12.9737,10.3398,10.8155,12.5206,13.535
TPGS1,1.24091,1.65012,1.59931,1.06089,1.05877,1.13553,1.51508,0.997891,1.21971,1.38699,1.19562,1.08371,1.3054,1.4014,1.00816,1.45085
LRAT,6.53173,6.48007,4.52341,6.72481,6.86609,6.33585,5.44737,4.94089,3.48901,4.539,3.4934,3.85951,5.13974,5.65295,4.58597,3.89367
CLASP2,7.73188,8.51946,9.35062,11.2374,8.65582,9.144,10.1184,8.10275,7.98264,8.36709,8.44828,8.08307,7.60332,7.91424,8.0252,8.26978
SLC16A11,0,0.105617,0.0257664,0,0,0.0231668,0,0,0.0196847,0,0.0447796,0,0,0,0,0.0186535
CCDC84,2.51858,2.09693,2.94789,1.77963,1.27886,2.83218,1.86601,1.94846,1.86702,2.28329,3.21078,1.81377,1.87685,1.91241,1.99352,1.82806
CHURC1,28.8792,24.2118,23.3963,24.7873,24.6838,26.5827,29.0687,27.2616,27.4269,26.9352,25.7971,21.9937,25.4678,28.3653,23.9608,28.214
NACC2,3.95752,3.99604,3.89566,2.97914,3.56671,3.67603,3.53202,3.78231,4.04554,3.6656,3.63166,3.66143,3.59039,3.99612,3.6515,3.64303
RP13-996F3.4,0.235505,0.177813,0.148522,0.268122,0.169952,0.172744,0.139278,0.158895,0.139001,0.168274,0.330811,0.195701,0.104104,0.159011,0.172677,0.17494
ANKRD53,0.0185966,0.0347981,0,0.0262533,0.0330733,0.0249447,0,0.0244523,0.0850052,0.0259368,0,0.0426937,0.0408724,0.0232752,0.0430746,0.060468
EXOG,2.79339,3.16084,3.64087,2.94429,2.59726,3.03354,2.92408,3.11875,1.88925,2.21935,3.40517,3.10425,2.68893,1.8208,2.95025,3.87676
PPP5C,18.4471,21.3257,24.3444,17.0257,17.9066,19.7329,21.5855,19.1352,20.3499,19.7151,21.4787,19.8841,20.6207,22.5172,25.0629,23.5626
NYNRIN,0.125038,0.14466,0.113647,0.118981,0.160752,0.16757,0.0912832,0.0894321,0.229594,0.217066,0.134554,0.0874553,0.283574,0.401718,0.208111,0.180214
ZFP82,4.6525,4.46699,4.83613,6.50085,4.60153,4.80163,4.92789,5.36788,4.31654,4.44988,4.42854,4.74238,4.71163,5.16541,4.66769,5.62764
ZNF440,0.168944,0,0,0,0.0695581,0,0,0,0.00764513,0.0688699,0,0,0.00195577,0.0991654,0,0.0895523
CPNE9,0,0,0,0,0.0156262,0,0,0,0,0,0.022817,0,0,0.0940644,0,0
AC074389.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POMGNT1,14.3526,15.3628,17.473,13.6577,13.8522,14.4119,16.9504,16.1342,14.9259,14.6711,16.7981,15.7419,12.0351,13.5487,15.8159,14.4686
CYP1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132891,0,0
SNX5,73.8171,79.0741,82.4448,85.6189,77.8402,80.054,80.3148,76.6936,68.8145,69.0208,76.1554,76.2325,67.528,71.8735,77.9033,75.0007
IRG1,0,0,0,0,0,0,0,0.0316397,0,0,0,0,0,0.0276293,0.025561,0
PYCRL,4.3382,4.18909,4.92887,3.93883,3.44795,3.67718,4.57514,4.17383,4.04181,3.9039,4.80841,4.57329,2.86074,3.55369,4.24787,4.02659
MRC2,0.59789,0.495942,0.781437,0.661988,0.544969,0.585567,0.999299,0.703052,0.617095,0.761978,0.705821,0.856559,1.66562,1.84062,2.24176,2.15876
WDR75,15.3807,15.8971,15.9324,18.1246,16.2891,17.5411,16.4796,15.5897,15.6418,15.5062,15.5309,15.5784,15.5387,17.6482,16.6653,16.8906
MRO,0.0374906,0.0495303,0,0.0362062,0.0426411,0.0576612,0,0,0,0,0.136191,0.129735,0,0.113688,0.021711,0
HIC2,0.762565,0.840376,0.768258,0.468643,0.754107,0.688474,0.747944,0.790791,0.809381,0.963946,0.807751,0.563437,1.04477,1.17445,0.878843,0.841778
ADAM32,0.243021,0.192598,0.338112,0.142695,0.208042,0.454092,0.417045,0.147086,0.265144,0.0702633,0.207303,0.20259,0.424279,0.224905,0.213215,0.171248
SH3PXD2A,4.57007,5.30676,4.92088,3.70827,4.20575,4.24087,5.55822,4.50312,5.24994,5.38603,4.79061,4.76098,6.46316,7.51383,6.37039,6.93977
FAM57A,20.3005,19.8799,20.2121,16.1213,21.4606,17.9172,18.331,20.9776,20.225,19.5153,17.9286,18.8025,18.2194,17.4947,21.2576,19.2353
ASH1L,6.42554,7.03284,7.07559,7.44375,7.32124,8.37654,7.94383,6.88608,7.26469,7.32646,7.47459,7.04526,7.60408,7.88591,7.27282,6.90844
AHSA1,96.1397,110.53,110.119,104.872,102.086,102.152,103.627,103.676,90.5832,98.0302,95.3062,91.1753,90.2748,94.3119,100.966,102.129
SGCE,28.7248,26.8686,31.3887,33.451,23.2317,22.6295,29.6295,31.3502,21.3458,22.0383,26.311,27.2045,24.1638,25.5625,31.0516,29.9016
KATNB1,9.84668,11.0441,11.5332,9.88994,8.37442,8.87115,11.9039,10.972,10.963,9.6695,11.5904,9.98409,9.59923,9.8913,12.8221,14.8057
TRMT1,19.0177,21.4712,23.6881,19.5077,14.7569,18.5609,16.4297,16.6368,16.2301,17.2932,17.725,15.5594,16.3344,18.9735,16.3545,16.4794
CLEC4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCL,28.8555,30.1474,28.5544,27.2191,32.3836,33.1093,28.9781,29.7461,31.8207,30.371,28.4756,28.9967,32.1926,35.3602,29.4962,28.4077
ROPN1L,0,0,0,0,0,0,0,0,0,0,0.0421421,0,0.0377492,0,0.0375515,0
HNRNPH1,249.835,271.883,251.915,300.447,276.689,279.067,283.648,253.755,233.917,245.584,269.617,271.787,256.055,254.782,259.438,272.382
ZSCAN5C,0.0106229,0,0,0,0,0.0142855,0,0,0,0.0148269,0.0138123,0,0.0248253,0,0,0.0114973
GALNT5,0,0,0.00663829,0,0.0079419,0,0,0,0,0.0123965,0.00576383,0.00510756,0.0104091,0.0055512,0.0154286,0.00964664
LRIT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHLA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFP69B,3.40692,3.15824,2.9056,3.8281,3.41527,3.72424,2.77044,2.42886,3.24877,3.00505,2.80688,3.52684,1.58277,1.88473,2.11813,1.65829
POMT1,4.70934,4.62058,5.68336,4.54089,3.70978,3.68009,4.60397,4.62052,3.57897,3.7164,4.2031,4.30584,4.04383,4.16489,5.20568,5.122
EMR1,0.0683551,0.0464103,0.0169892,0.0436929,0.0405375,0.12233,0.0176908,0.0163174,0.116981,0.0634275,0.014754,0,0.0797898,0.0995884,0.0131602,0.0123196
KMT2B,7.35635,8.56314,5.98782,4.26695,6.86986,6.24446,6.74102,7.04558,6.87144,7.46941,7.07527,7.49312,7.5269,7.11162,6.46317,6.54348
ZNF32,9.97854,10.2537,8.82764,9.683,9.79306,9.92069,10.1682,10.1588,10.2573,8.64236,8.91043,8.91811,9.16869,8.78,10.0469,9.93787
KRT75,0.0551451,0.0129662,0.0664624,0.069236,0.0565977,0.0284752,0.0445044,0.0486251,0.135533,0.0295325,0,0.0437705,0.272371,0.206541,0.186319,0.0963546
RWDD4,25.8909,25.1492,26.2525,31.8509,23.5747,24.1248,31.6693,26.7639,22.6424,22.0056,26.4545,26.4128,24.3048,22.7583,27.7305,28.8006
AL162389.1,0,0,0,0,0,0,0.0800017,0,0,0,0.0662069,0,0,0,0,0
LRSAM1,2.89039,3.46907,3.35407,2.72071,2.66874,2.82799,3.06489,2.86549,3.56605,3.16049,3.11783,3.05464,2.73876,3.68856,3.11152,2.82102
RPL18A,560.078,653.857,635.054,515.701,520.529,481.507,604.372,652.969,545.181,523.12,558.708,570.847,458.576,535.299,539.442,534.688
MCOLN1,2.80747,2.79824,3.11842,2.68729,1.69104,1.87642,2.48753,2.98107,1.96867,2.16779,2.503,2.59356,1.61459,2.33944,3.22444,2.36987
HSBP1,77.3245,72.863,75.3586,81.9704,67.9012,69.5573,76.0051,82.6946,60.497,61.6186,64.7088,64.9089,59.3662,60.45,66.4669,69.0512
GPRIN2,0.655377,0.869083,1.24595,0.904455,0.595642,0.614863,1.07295,0.817099,0.49633,0.56394,0.895701,0.606605,0.553988,0.79659,0.997037,0.881492
C7orf13,2.27479,2.88421,2.25667,1.4894,2.78216,2.75915,1.56714,1.64832,3.15629,3.05963,1.92641,1.70419,2.9726,3.69554,1.9871,2.06912
LPPR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH1A1,1.53473,1.60793,1.59119,1.83088,1.5293,1.71755,2.18854,2.44406,1.16775,1.30647,1.54784,1.43413,2.71166,2.44983,2.30072,2.75167
PCDHGB3,0.0586465,0.0385251,0.0931409,0.08417,0.0972253,0.0615554,0.0374873,0.0342396,0.0719213,0.0172823,0.0613187,0.0852554,0.0715754,5.25E-09,0.14474,0.0688493
AMPD3,1.01606,0.916395,0.855737,0.763376,1.29188,1.09566,1.22691,1.00321,1.09065,0.839369,1.15172,0.951448,1.01405,1.01432,0.950305,1.05376
P2RY12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBX2,5.33595,5.34195,5.91104,4.91809,4.79195,5.34682,6.12172,5.45288,5.59214,5.03094,6.16786,5.37069,4.86736,5.04192,5.78747,5.89078
GTPBP4,56.052,60.7177,53.6924,49.9109,57.376,57.0264,53.887,53.7572,57.3689,55.4459,56.7735,55.4618,59.6204,62.0195,56.4964,57.9861
CHRM5,0.0108318,0.0220601,0.0161522,0,0.00963614,0.0581512,0,0.0310317,0,0,0,0.0248296,0.0126431,0,0.0125124,0
SERPINB12,0,0.0524614,0,0.0498526,0.0241845,0.0366414,0.170669,0.0782058,0,0,0.0354696,0.0312886,0.0318212,0.0643607,0.0948508,0.0294706
C10orf62,0,0,0,0,0,0.0357958,0.0416664,0,0,0,0,0,0,0,0,0
HAUS8,5.84113,6.43458,6.69384,5.20826,6.03567,5.09921,6.64842,6.51633,6.64284,6.76739,6.39958,6.91255,5.86957,6.00701,7.42125,6.96776
OR9Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA1L,1.27728,1.14856,1.35594,1.00586,1.18146,1.48273,1.59078,1.46711,1.19469,1.24756,1.01358,1.26622,1.69244,1.34972,1.75496,1.87929
ASIC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF691,6.24952,5.76433,6.78906,6.71741,4.87523,5.65079,6.90788,7.01447,5.23432,5.25563,6.3298,6.0851,6.90924,7.68649,8.42806,8.63374
DHRS7B,8.00055,7.44513,6.93037,4.8709,7.12287,6.12098,6.66966,8.46506,7.04722,6.20188,6.39529,6.06305,6.45885,6.48297,8.16813,7.10181
ZNF91,7.66735,7.05942,7.50852,8.87369,7.29865,7.00489,7.93041,7.71628,5.98989,6.98658,7.41958,7.17251,7.23207,6.80755,6.57179,7.15345
PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCD3,12.8018,13.1232,13.9139,12.9375,10.928,12.2587,14.4803,12.3926,12.2455,12.6753,12.4449,12.5172,13.1845,18.2064,18.1447,18.3028
GSK3A,25.9081,27.5855,26.7086,21.0975,24.0463,23.1441,25.7923,25.4191,26.1057,25.4241,24.3596,26.2904,24.6918,26.4713,27.2911,27.411
RP11-404L6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABARAP,128.165,139.35,150.905,129.789,127.485,112.264,162.066,148.171,136.326,131.453,143.888,141.741,125.723,136.63,144.504,154.816
PREPL,9.97528,10.2939,13.063,17.5761,9.64132,10.6633,13.3068,12.7871,10.0177,10.454,12.1269,12.858,9.325,9.26068,12.5767,11.8406
NCAPH2,10.6245,12.4913,12.0701,9.67491,11.1128,10.5775,12.415,11.8072,11.7866,10.8661,13.5479,10.9192,10.7213,12.6624,11.3252,11.7337
XKR7,0,0.00353434,0,0,0,0,0,0,0,0.00483195,0,0,0,0,0,0.00376088
USP53,11.0017,11.5958,8.63862,12.3617,11.79,13.7627,9.7565,8.61506,10.4061,11.5864,7.85936,8.02086,10.3986,10.97,8.33337,8.2507
DOK6,0.0061163,0.00931853,0.0136431,0.0232708,0.00816596,0.273398,0.0283602,0,0.0209112,0.135959,0.265839,0.228993,0.0178337,0.0152105,0.113754,0.0132225
KRTAP10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB10,81.4157,96.1087,85.5889,79.3737,77.0974,71.7836,86.3591,81.9783,72.7162,75.9942,74.0063,77.6264,73.9763,83.126,82.1007,88.6243
C14orf164,0,0,0.0481961,0,0,0,0,0,0,0,0,0,0,0,0.186606,0
RND2,0.298837,0.125659,0.0744761,0.0463186,0.215114,0.16765,0.189237,0.17898,0.256132,0.150904,0.261299,0.145516,1.69049,1.24656,1.01817,0.744414
TRMT61B,6.28542,6.63789,6.33052,7.24189,6.62084,6.63253,8.46643,7.95608,6.54084,5.90825,7.22981,8.73573,6.92303,6.45851,6.99917,8.32586
9-Mar,5.3232,6.12991,7.6374,5.51438,4.50198,4.92237,6.52418,5.91067,5.59994,6.14553,5.70141,5.23267,5.01207,5.89558,6.1528,6.01593
OR2T4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384533,0
MAP1S,2.87588,3.74939,4.02234,4.04901,3.26964,2.68677,3.61721,3.28199,3.74461,3.53444,3.85943,3.28372,3.33523,5.36514,3.70748,3.55013
LRFN5,0,0,0,0,0,0.0189407,0,0,0.0173421,0,0,0,0,0,0.0322043,0.00822198
ARHGAP4,0.0707653,0.0981871,0,0.241008,0.0907554,0.0776567,0.115835,0,0.102038,0.114628,0.10854,0.0882789,0.232255,0.092558,0.100244,0.07656
FAM102B,4.34519,4.46127,5.60624,7.71644,4.17686,5.15634,6.11407,5.37659,3.95693,4.3709,5.05601,5.03671,3.72094,3.85264,5.35082,5.42607
RBM10,14.0292,15.7222,16.5377,12.7597,14.0097,14.6663,17.2312,15.14,15.4996,14.2581,16.4305,16.2613,13.3079,15.3434,15.9421,14.8901
FOSL1,109.82,121.86,77.568,62.4759,117.129,106.964,88.0374,88.9926,107.978,108.846,82.4604,83.4839,94.2471,109.132,77.5277,75.9609
ZNF479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA5,80.9945,78.422,77.7319,75.8839,69.7402,75.0883,71.355,82.5825,67.2558,61.5975,67.9265,71.8846,66.8901,67.1163,72.6862,74.2842
RHOC,124.507,128.7,119.822,84.6094,119.601,112.859,111.029,108.171,119.016,114.515,104.652,105.062,104.117,113.667,92.5328,96.1991
C11orf74,4.80737,5.27086,8.05828,9.02339,7.44793,6.83167,10.1093,9.70963,5.88994,7.00312,9.75431,9.88923,3.7841,4.23375,6.61567,7.78459
PSAPL1,0.0059638,0,0,0,0.0053072,0,0,0,0,0,0,0,0.00695764,0.0222739,0.0137553,0.0128955
KIAA1211L,0.839188,0.785409,0.804795,0.319161,1.05763,0.478795,0.613708,0.600628,0.893425,0.843981,0.588502,0.488975,1.22252,0.673221,0.754281,0.786094
HERPUD1,12.6293,12.317,9.37127,8.17968,13.1015,11.7911,8.91189,8.68349,9.7394,10.005,8.40243,8.29785,12.0906,13.1814,10.0294,10.8042
ERN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136767,0,0
MTF1,5.86884,5.7662,5.76558,5.33927,5.64004,5.70422,5.93483,5.2811,5.65436,5.74256,5.56262,5.14174,5.47529,5.76148,5.13705,5.04852
GBP2,0.0803795,0.0955683,0.139965,0.102964,0.131072,0.0539641,0.124983,0.172781,0.122306,0.0373141,0.104195,0.107528,0.187689,0.184029,0.201348,0.260842
RARRES1,2.76823,2.91089,1.27354,1.75433,3.36775,2.86672,2.43803,2.00257,2.31839,2.3393,2.00223,1.60096,7.47173,8.38411,4.51028,5.43451
DNAAF3,4.9043,4.91925,5.86239,3.95962,3.63065,4.23095,3.89101,4.08986,3.45692,5.48094,4.17294,4.06011,4.18296,4.29955,4.46378,4.77302
CCNG1,26.6924,27.5936,32.7094,45.3297,28.32,33.1988,34.8459,32.827,25.8976,25.782,29.137,29.4306,23.6396,24.3924,28.9136,29.1812
HSD11B1L,3.67849,3.48334,3.58851,2.67171,2.73181,3.5391,2.82447,2.20243,3.13172,3.37506,2.96628,3.34958,2.96671,3.28756,3.49577,2.84709
MPRIP,79.8473,90.7486,100.182,87.0383,84.7639,89.9367,102.17,100.639,86.108,83.208,101.699,97.6209,90.4885,89.9634,114.867,118.775
OR3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM5,3.1559,2.84282,3.30676,3.98717,2.68637,2.81533,3.67396,2.98627,2.984,2.84207,3.62509,3.72773,2.88558,3.25701,4.10534,3.64375
E4F1,3.03131,3.70234,3.74366,2.93438,3.00731,2.91381,3.34968,3.25334,3.08653,3.52284,3.51754,3.25691,3.21537,3.66835,3.43412,3.46129
RP11-664I21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USE1,8.25457,8.41044,7.17011,5.59665,6.39394,6.65562,6.8658,7.44967,6.77791,5.73798,9.08325,6.74364,6.87807,5.8598,7.10559,7.32114
AC107021.1,0,0,0,0,0,0.0228836,0,0.0244215,0,0,0,0,0,0,0,0
H1FX,21.6448,23.743,27.4918,20.4821,17.5624,17.5313,24.3948,24.764,21.5602,21.2719,24.8652,24.1792,18.716,21.0936,24.6021,26.3114
C10orf115,0,0,0,0,0,0,0,0,0,0,0.0837413,0,0,0,0,0
C16orf11,0,0,0,0.0515881,0.0119398,0.0180247,0,0,0.0153193,0,0,0,0.0156726,0,0,0
NUP205,12.5052,13.8321,14.6217,15.2304,12.6898,14.9067,14.2058,13.0091,13.6399,13.6525,13.6421,12.8939,12.6368,13.631,13.7256,13.2296
OR5M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPC2,0,0.0117815,0.0517608,0.0221869,0,0.0155264,0,0.0165711,0,0.0161013,0.0149841,0.0132592,0.0135026,0.0866073,0.0267304,0.0125109
DNAJB9,4.5302,4.56913,3.52923,4.43333,4.5351,5.00172,3.45833,3.62024,3.65305,4.15817,2.82916,3.39992,4.36263,4.75596,3.30295,3.41686
HLA-DRB1,0,0,0,0,0.0478371,0,0,0,0,0,0,0,0.0629348,0.0338043,0,0.0291427
ARMC1,23.6553,24.0845,23.0782,33.3409,22.8824,25.8232,26.4998,26.671,20.0743,21.3007,22.3335,23.1244,20.712,21.5022,24.1535,23.3341
KIF5C,0.499904,0.53074,0.490712,0.584357,0.510968,0.675603,0.569894,0.546365,0.600672,0.483606,0.577118,0.614353,0.944111,0.937859,0.717807,0.696483
EFNA3,4.25805,4.90824,4.50766,3.05882,3.94888,3.70497,2.97314,2.59937,4.22937,4.20219,2.77723,2.89547,5.46981,6.26679,6.29115,5.27704
ATP8B4,0.0103248,0.0105116,0.0322564,0.0416634,0.0739479,0.0138629,0,0.0295754,0,0.015125,0.0073512,0.0415033,0.0846041,0,0,0.0225537
UNC45A,16.8828,19.2305,22.9664,18.9877,16.7601,18.2992,22.1926,19.3741,18.3985,18.0829,19.9541,19.5193,17.6343,20.879,21.484,21.6865
DEDD2,6.71175,7.03433,7.56689,6.08756,6.094,5.89836,6.49998,6.33599,6.02245,6.19328,6.42199,6.63547,7.68813,7.14063,7.82012,7.90756
KCNH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACS2,4.75323,4.83235,6.26072,4.24757,4.19569,5.02377,5.54631,5.46629,4.30382,4.91697,5.79519,5.01487,4.16115,4.80326,4.94794,5.31896
GPR139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023239
ALOXE3,1.02141,1.10289,0.682706,0.599051,0.923257,0.972736,1.07055,1.01138,1.27577,1.25673,1.19181,0.962397,0.95153,1.01211,0.755276,0.894121
ITGB3,0.0282087,0.00717219,0.115522,0.0717116,0.0502022,0.0283727,0.120177,0.100945,0.0321648,0.0299858,0.0989104,0.153648,0.0434175,0.0740978,0.105766,0.0510842
ETNPPL,0,0.0145487,0.0300927,0.0389013,0.0739065,0.0398603,0.0627976,0,0,0,0.0384927,0,0.0469993,0.0251905,0.0423648,0.0463184
RAB5A,41.1537,42.8718,42.1426,54.2572,41.9725,50.175,42.6831,40.2744,40.1596,41.3833,38.7382,37.9596,40.7676,43.063,39.012,41.0961
CTD-2547L24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPG,18.2282,18.2784,11.6681,10.8798,17.9931,18.929,12.2836,13.6325,18.4314,18.1887,11.3913,11.8961,18.5626,20.2152,10.6066,10.1133
PDCD2L,7.52319,8.52528,8.56715,6.19251,7.58038,8.51351,9.46881,7.11124,8.60276,7.72167,8.01951,8.19054,7.52587,8.63228,8.10506,7.46512
